organism,id,protein_id,go_id,ontology,description,
5530,,KFG82904.1,1902600,BP,proton transmembrane transport,
5530,,KFG82904.1,16021,CC,integral component of membrane,
5530,,KFG82904.1,5886,CC,plasma membrane,
5530,,KFG82904.1,90502,BP,RNA phosphodiester bond hydrolysis,
5530,,KFG82904.1,4523,MF,RNA-DNA hybrid ribonuclease activity,
5530,,KFG82904.1,30007,BP,cellular potassium ion homeostasis,
5530,,KFG82904.1,35725,BP,sodium ion transmembrane transport,
5530,,KFG82904.1,16846,MF,carbon-sulfur lyase activity,
5530,,KFG82904.1,70403,MF,NAD+ binding,
5530,,KFG82904.1,15491,MF,cation:cation antiporter activity,
5530,,KFG82904.1,15081,MF,sodium ion transmembrane transporter activity,
5530,,KFG82904.1,3676,MF,nucleic acid binding,
5530,,KFG82905.1,4523,MF,RNA-DNA hybrid ribonuclease activity,
5530,,KFG82905.1,90502,BP,RNA phosphodiester bond hydrolysis,
5530,,KFG82905.1,16021,CC,integral component of membrane,
5530,,KFG82905.1,287,MF,magnesium ion binding,
5530,,KFG82905.1,3676,MF,nucleic acid binding,
5530,,KFG82905.1,1902600,BP,proton transmembrane transport,
5530,,KFG82905.1,15299,MF,solute:proton antiporter activity,
5530,,KFG82906.1,3824,MF,catalytic activity,
5530,,KFG82906.1,90502,BP,RNA phosphodiester bond hydrolysis,
5530,,KFG82906.1,52718,CC,tRNA-specific adenosine-34 deaminase complex,
5530,,KFG82906.1,3676,MF,nucleic acid binding,
5530,,KFG82906.1,2100,BP,tRNA wobble adenosine to inosine editing,
5530,,KFG82907.1,3873,MF,6-phosphofructo-2-kinase activity,
5530,,KFG82907.1,6003,BP,fructose 2,
5530,,KFG82907.1,5829,CC,cytosol,
5530,,KFG82907.1,6000,BP,fructose metabolic process,
5530,,KFG82907.1,46835,BP,carbohydrate phosphorylation,
5530,,KFG82907.1,5524,MF,ATP binding,
5530,,KFG82908.1,462,BP,maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA,
5530,,KFG82908.1,32040,CC,small-subunit processome,
5530,,KFG82908.1,5730,CC,nucleolus,
5530,,KFG82908.1,80008,CC,Cul4-RING E3 ubiquitin ligase complex,
5530,,KFG82909.1,3899,MF,DNA-directed 5'-3' RNA polymerase activity,
5530,,KFG82909.1,6351,BP,transcription,
5530,,KFG82909.1,5665,CC,RNA polymerase II,
5530,,KFG82909.1,46983,MF,protein dimerization activity,
5530,,KFG82909.1,3677,MF,DNA binding,
5530,,KFG82910.1,5310,MF,dicarboxylic acid transmembrane transporter activity,
5530,,KFG82910.1,6835,BP,dicarboxylic acid transport,
5530,,KFG82910.1,5740,CC,mitochondrial envelope,
5530,,KFG82910.1,6839,BP,mitochondrial transport,
5530,,KFG82910.1,55085,BP,transmembrane transport,
5530,,KFG82910.1,16021,CC,integral component of membrane,
5530,,KFG82910.1,15117,MF,thiosulfate transmembrane transporter activity,
5530,,KFG82910.1,15116,MF,sulfate transmembrane transporter activity,
5530,,KFG82910.1,15297,MF,antiporter activity,
5530,,KFG82910.1,15709,BP,thiosulfate transport,
5530,,KFG82910.1,31090,CC,organelle membrane,
5530,,KFG82910.1,8272,BP,sulfate transport,
5530,,KFG82910.1,6817,BP,phosphate ion transport,
5530,,KFG82910.1,15893,BP,drug transport,
5530,,KFG82911.1,4826,MF,phenylalanine-tRNA ligase activity,
5530,,KFG82911.1,6432,BP,phenylalanyl-tRNA aminoacylation,
5530,,KFG82911.1,5737,CC,cytoplasm,
5530,,KFG82911.1,49,MF,tRNA binding,
5530,,KFG82911.1,43231,CC,intracellular membrane-bounded organelle,
5530,,KFG82911.1,5524,MF,ATP binding,
5530,,KFG82912.1,19722,BP,calcium-mediated signaling,
5530,,KFG82912.1,3676,MF,nucleic acid binding,
5530,,KFG82912.1,5737,CC,cytoplasm,
5530,,KFG82912.1,8597,MF,calcium-dependent protein serine/threonine phosphatase regulator activity,
5530,,KFG82912.1,70884,BP,regulation of calcineurin-NFAT signaling cascade,
5530,,KFG82912.1,43666,BP,regulation of phosphoprotein phosphatase activity,
5530,,KFG82913.1,4185,MF,serine-type carboxypeptidase activity,
5530,,KFG82913.1,6508,BP,proteolysis,
5530,,KFG82913.1,502,CC,proteasome complex,
5530,,KFG82913.1,2,BP,mitochondrial genome maintenance,
5530,,KFG82913.1,5739,CC,mitochondrion,
5530,,KFG82913.1,16021,CC,integral component of membrane,
5530,,KFG82914.1,16491,MF,oxidoreductase activity,
5530,,KFG82914.1,55114,BP,oxidation-reduction process,
5530,,KFG82914.1,16021,CC,integral component of membrane,
5530,,KFG82915.1,4252,MF,serine-type endopeptidase activity,
5530,,KFG82915.1,6508,BP,proteolysis,
5530,,KFG82915.1,16021,CC,integral component of membrane,
5530,,KFG82915.1,5615,CC,extracellular space,
5530,,KFG82915.1,4181,MF,metallocarboxypeptidase activity,
5530,,KFG82915.1,8270,MF,zinc ion binding,
5530,,KFG82916.1,42802,MF,identical protein binding,
5530,,KFG82916.1,16021,CC,integral component of membrane,
5530,,KFG82917.1,31225,CC,anchored component of membrane,
5530,,KFG82917.1,16740,MF,transferase activity,
5530,,KFG82917.1,71970,BP,fungal-type cell wall (1->3)-beta-D-glucan biosynthetic process,
5530,,KFG82917.1,5886,CC,plasma membrane,
5530,,KFG82917.1,16787,MF,hydrolase activity,
5530,,KFG82917.1,46933,MF,proton-transporting ATP synthase activity,
5530,,KFG82917.1,16021,CC,integral component of membrane,
5530,,KFG82917.1,275,CC,mitochondrial proton-transporting ATP synthase complex,
5530,,KFG82917.1,9277,CC,fungal-type cell wall,
5530,,KFG82917.1,31505,BP,fungal-type cell wall organization,
5530,,KFG82917.1,15985,BP,energy coupled proton transport,
5530,,KFG82917.1,6754,BP,ATP biosynthetic process,
5530,,KFG82918.1,42162,MF,telomeric DNA binding,
5530,,KFG82918.1,5634,CC,nucleus,
5530,,KFG82918.1,35950,BP,regulation of oligopeptide transport by regulation of transcription from RNA polymerase II promoter,
5530,,KFG82918.1,42803,MF,protein homodimerization activity,
5530,,KFG82918.1,2000879,BP,negative regulation of dipeptide transport,
5530,,KFG82918.1,70013,CC,intracellular organelle lumen,
5530,,KFG82918.1,2000531,BP,regulation of fatty acid biosynthetic process by regulation of transcription from RNA polymerase II promoter,
5530,,KFG82918.1,6338,BP,chromatin remodeling,
5530,,KFG82918.1,4491,MF,methylmalonate-semialdehyde dehydrogenase (acylating) activity,
5530,,KFG82918.1,31248,CC,protein acetyltransferase complex,
5530,,KFG82918.1,16584,BP,nucleosome positioning,
5530,,KFG82918.1,3712,MF,transcription coregulator activity,
5530,,KFG82918.1,5545,MF,1-phosphatidylinositol binding,
5530,,KFG82918.1,48268,BP,clathrin coat assembly,
5530,,KFG82918.1,42826,MF,histone deacetylase binding,
5530,,KFG82918.1,1905368,CC,peptidase complex,
5530,,KFG82918.1,30276,MF,clathrin binding,
5530,,KFG82918.1,30136,CC,clathrin-coated vesicle,
5530,,KFG82918.1,17053,CC,transcriptional repressor complex,
5530,,KFG82918.1,44446,CC,intracellular organelle part,
5530,,KFG82918.1,8270,MF,zinc ion binding,
5530,,KFG82918.1,46982,MF,protein heterodimerization activity,
5530,,KFG82918.1,3743,MF,translation initiation factor activity,
5530,,KFG82918.1,2001020,BP,regulation of response to DNA damage stimulus,
5530,,KFG82918.1,4523,MF,RNA-DNA hybrid ribonuclease activity,
5530,,KFG82918.1,122,BP,negative regulation of transcription by RNA polymerase II,
5530,,KFG82918.1,428,CC,DNA-directed RNA polymerase complex,
5530,,KFG82918.1,8932,MF,lytic endotransglycosylase activity,
5530,,KFG82918.1,5667,CC,transcription factor complex,
5530,,KFG82918.1,981,MF,DNA-binding transcription factor activity,
5530,,KFG82918.1,45944,BP,positive regulation of transcription by RNA polymerase II,
5530,,KFG82918.1,31301,CC,integral component of organelle membrane,
5530,,KFG82918.1,16255,BP,attachment of GPI anchor to protein,
5530,,KFG82918.1,42175,CC,nuclear outer membrane-endoplasmic reticulum membrane network,
5530,,KFG82918.1,5783,CC,endoplasmic reticulum,
5530,,KFG82918.1,6351,BP,transcription,
5530,,KFG82918.1,5694,CC,chromosome,
5530,,KFG82918.1,4222,MF,metalloendopeptidase activity,
5530,,KFG82918.1,16829,MF,lyase activity,
5530,,KFG82918.1,8168,MF,methyltransferase activity,
5530,,KFG82918.1,98796,CC,membrane protein complex,
5530,,KFG82918.1,5524,MF,ATP binding,
5530,,KFG82918.1,5887,CC,integral component of plasma membrane,
5530,,KFG82918.1,6413,BP,translational initiation,
5530,,KFG82918.1,90502,BP,RNA phosphodiester bond hydrolysis,
5530,,KFG82918.1,55114,BP,oxidation-reduction process,
5530,,KFG82918.1,9252,BP,peptidoglycan biosynthetic process,
5530,,KFG82918.1,71555,BP,cell wall organization,
5530,,KFG82918.1,32259,BP,methylation,
5530,,KFG82918.1,6508,BP,proteolysis,
5530,,KFG82920.1,5887,CC,integral component of plasma membrane,
5530,,KFG82920.1,55085,BP,transmembrane transport,
5530,,KFG82920.1,51082,MF,unfolded protein binding,
5530,,KFG82920.1,6457,BP,protein folding,
5530,,KFG82920.1,16272,CC,prefoldin complex,
5530,,KFG82927.1,48037,MF,cofactor binding,
5530,,KFG82927.1,16021,CC,integral component of membrane,
5530,,KFG82927.1,55114,BP,oxidation-reduction process,
5530,,KFG82927.1,16491,MF,oxidoreductase activity,
5530,,KFG82928.1,16021,CC,integral component of membrane,
5530,,KFG82929.1,184,BP,nuclear-transcribed mRNA catabolic process,
5530,,KFG82929.1,3723,MF,RNA binding,
5530,,KFG82929.1,5730,CC,nucleolus,
5530,,KFG82929.1,5737,CC,cytoplasm,
5530,,KFG82929.1,45727,BP,positive regulation of translation,
5530,,KFG82930.1,4721,MF,phosphoprotein phosphatase activity,
5530,,KFG82930.1,6470,BP,protein dephosphorylation,
5530,,KFG82930.1,8287,CC,protein serine/threonine phosphatase complex,
5530,,KFG82930.1,1900486,BP,positive regulation of isopentenyl diphosphate biosynthetic process,
5530,,KFG82930.1,790,CC,nuclear chromatin,
5530,,KFG82930.1,1900490,BP,positive regulation of hydroxymethylglutaryl-CoA reductase (NADPH) activity,
5530,,KFG82930.1,4222,MF,metalloendopeptidase activity,
5530,,KFG82930.1,16740,MF,transferase activity,
5530,,KFG82930.1,71963,BP,establishment or maintenance of cell polarity regulating cell shape,
5530,,KFG82930.1,16021,CC,integral component of membrane,
5530,,KFG82930.1,33048,BP,negative regulation of mitotic sister chromatid segregation,
5530,,KFG82930.1,8033,BP,tRNA processing,
5530,,KFG82930.1,6508,BP,proteolysis,
5530,,KFG82931.1,31591,BP,wybutosine biosynthetic process,
5530,,KFG82931.1,8757,MF,S-adenosylmethionine-dependent methyltransferase activity,
5530,,KFG82931.1,5737,CC,cytoplasm,
5530,,KFG82931.1,32259,BP,methylation,
5530,,KFG82932.1,5509,MF,calcium ion binding,
5530,,KFG82932.1,5793,CC,endoplasmic reticulum-Golgi intermediate compartment,
5530,,KFG82932.1,16021,CC,integral component of membrane,
5530,,KFG82933.1,5664,CC,nuclear origin of replication recognition complex,
5530,,KFG82933.1,6260,BP,DNA replication,
5530,,KFG82933.1,3677,MF,DNA binding,
5530,,KFG82933.1,8270,MF,zinc ion binding,
5530,,KFG82933.1,6351,BP,transcription,
5530,,KFG82934.1,16702,MF,oxidoreductase activity,
5530,,KFG82934.1,55114,BP,oxidation-reduction process,
5530,,KFG82934.1,5849,CC,mRNA cleavage factor complex,
5530,,KFG82934.1,6725,BP,cellular aromatic compound metabolic process,
5530,,KFG82934.1,8199,MF,ferric iron binding,
5530,,KFG82934.1,5576,CC,extracellular region,
5530,,KFG82934.1,6357,BP,regulation of transcription by RNA polymerase II,
5530,,KFG82934.1,46907,BP,intracellular transport,
5530,,KFG82934.1,30248,MF,cellulose binding,
5530,,KFG82934.1,981,MF,DNA-binding transcription factor activity,
5530,,KFG82934.1,5975,BP,carbohydrate metabolic process,
5530,,KFG82934.1,16021,CC,integral component of membrane,
5530,,KFG82934.1,8270,MF,zinc ion binding,
5530,,KFG82934.1,3729,MF,mRNA binding,
5530,,KFG82934.1,10467,BP,gene expression,
5530,,KFG82934.1,46483,BP,heterocycle metabolic process,
5530,,KFG82934.1,1901360,BP,organic cyclic compound metabolic process,
5530,,KFG82934.1,34641,BP,cellular nitrogen compound metabolic process,
5530,,KFG82935.1,16491,MF,oxidoreductase activity,
5530,,KFG82935.1,55114,BP,oxidation-reduction process,
5530,,KFG82935.1,16021,CC,integral component of membrane,
5530,,KFG82935.1,36524,MF,protein deglycase activity,
5530,,KFG82935.1,36525,BP,protein deglycation,
5530,,KFG82936.1,50662,MF,coenzyme binding,
5530,,KFG82936.1,6470,BP,protein dephosphorylation,
5530,,KFG82936.1,16021,CC,integral component of membrane,
5530,,KFG82936.1,6694,BP,steroid biosynthetic process,
5530,,KFG82936.1,3824,MF,catalytic activity,
5530,,KFG82936.1,55114,BP,oxidation-reduction process,
5530,,KFG82936.1,6508,BP,proteolysis,
5530,,KFG82936.1,5524,MF,ATP binding,
5530,,KFG82936.1,55085,BP,transmembrane transport,
5530,,KFG82937.1,3700,MF,DNA-binding transcription factor activity,
5530,,KFG82937.1,6355,BP,regulation of transcription,
5530,,KFG82937.1,5634,CC,nucleus,
5530,,KFG82937.1,3677,MF,DNA binding,
5530,,KFG82937.1,16810,MF,hydrolase activity,
5530,,KFG82937.1,4525,MF,ribonuclease III activity,
5530,,KFG82937.1,16021,CC,integral component of membrane,
5530,,KFG82937.1,4386,MF,helicase activity,
5530,,KFG82937.1,90502,BP,RNA phosphodiester bond hydrolysis,
5530,,KFG82937.1,6396,BP,RNA processing,
5530,,KFG82937.1,3723,MF,RNA binding,
5530,,KFG82937.1,5524,MF,ATP binding,
5530,,KFG82941.1,55085,BP,transmembrane transport,
5530,,KFG82941.1,16021,CC,integral component of membrane,
5530,,KFG82942.1,55085,BP,transmembrane transport,
5530,,KFG82942.1,16021,CC,integral component of membrane,
5530,,KFG82942.1,8131,MF,primary amine oxidase activity,
5530,,KFG82942.1,5507,MF,copper ion binding,
5530,,KFG82942.1,48038,MF,quinone binding,
5530,,KFG82942.1,9308,BP,amine metabolic process,
5530,,KFG82942.1,55114,BP,oxidation-reduction process,
5530,,KFG82944.1,22857,MF,transmembrane transporter activity,
5530,,KFG82944.1,8643,BP,carbohydrate transport,
5530,,KFG82944.1,16021,CC,integral component of membrane,
5530,,KFG82944.1,55085,BP,transmembrane transport,
5530,,KFG82944.1,31226,CC,intrinsic component of plasma membrane,
5530,,KFG82944.1,15672,BP,monovalent inorganic cation transport,
5530,,KFG82944.1,46872,MF,metal ion binding,
5530,,KFG82944.1,16740,MF,transferase activity,
5530,,KFG82946.1,16021,CC,integral component of membrane,
5530,,KFG82946.1,16740,MF,transferase activity,
5530,,KFG82947.1,16021,CC,integral component of membrane,
5530,,KFG82947.1,16787,MF,hydrolase activity,
5530,,KFG82947.1,5975,BP,carbohydrate metabolic process,
5530,,KFG82948.1,15095,MF,magnesium ion transmembrane transporter activity,
5530,,KFG82948.1,1903830,BP,magnesium ion transmembrane transport,
5530,,KFG82948.1,16021,CC,integral component of membrane,
5530,,KFG82948.1,16773,MF,phosphotransferase activity,
5530,,KFG82949.1,16491,MF,oxidoreductase activity,
5530,,KFG82949.1,55114,BP,oxidation-reduction process,
5530,,KFG82949.1,16021,CC,integral component of membrane,
5530,,KFG82949.1,19290,BP,siderophore biosynthetic process,
5530,,KFG82949.1,4312,MF,fatty acid synthase activity,
5530,,KFG82949.1,16787,MF,hydrolase activity,
5530,,KFG82950.1,8270,MF,zinc ion binding,
5530,,KFG82950.1,6077,BP,(1->6)-beta-D-glucan metabolic process,
5530,,KFG82950.1,5634,CC,nucleus,
5530,,KFG82950.1,981,MF,DNA-binding transcription factor activity,
5530,,KFG82950.1,6357,BP,regulation of transcription by RNA polymerase II,
5530,,KFG82950.1,51274,BP,beta-glucan biosynthetic process,
5530,,KFG82950.1,4553,MF,hydrolase activity,
5530,,KFG82950.1,16021,CC,integral component of membrane,
5530,,KFG82950.1,4672,MF,protein kinase activity,
5530,,KFG82950.1,16491,MF,oxidoreductase activity,
5530,,KFG82950.1,5524,MF,ATP binding,
5530,,KFG82950.1,6468,BP,protein phosphorylation,
5530,,KFG82950.1,55114,BP,oxidation-reduction process,
5530,,KFG82951.1,981,MF,DNA-binding transcription factor activity,
5530,,KFG82951.1,6357,BP,regulation of transcription by RNA polymerase II,
5530,,KFG82951.1,5634,CC,nucleus,
5530,,KFG82951.1,6351,BP,transcription,
5530,,KFG82951.1,8270,MF,zinc ion binding,
5530,,KFG82951.1,3677,MF,DNA binding,
5530,,KFG82951.1,16021,CC,integral component of membrane,
5530,,KFG82952.1,5887,CC,integral component of plasma membrane,
5530,,KFG82952.1,55085,BP,transmembrane transport,
5530,,KFG82953.1,16887,MF,ATPase activity,
5530,,KFG82953.1,30001,BP,metal ion transport,
5530,,KFG82953.1,16021,CC,integral component of membrane,
5530,,KFG82953.1,46873,MF,metal ion transmembrane transporter activity,
5530,,KFG82953.1,55085,BP,transmembrane transport,
5530,,KFG82953.1,5524,MF,ATP binding,
5530,,KFG82954.1,3824,MF,catalytic activity,
5530,,KFG82955.1,8061,MF,chitin binding,
5530,,KFG82955.1,5975,BP,carbohydrate metabolic process,
5530,,KFG82955.1,5576,CC,extracellular region,
5530,,KFG82955.1,4553,MF,hydrolase activity,
5530,,KFG82955.1,6032,BP,chitin catabolic process,
5530,,KFG82955.1,9405,BP,pathogenesis,
5530,,KFG82958.1,35060,CC,brahma complex,
5530,,KFG82958.1,6338,BP,chromatin remodeling,
5530,,KFG82958.1,3899,MF,DNA-directed 5'-3' RNA polymerase activity,
5530,,KFG82958.1,16514,CC,SWI/SNF complex,
5530,,KFG82958.1,32774,BP,RNA biosynthetic process,
5530,,KFG82958.1,55114,BP,oxidation-reduction process,
5530,,KFG82959.1,31146,BP,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process,
5530,,KFG82959.1,19005,CC,SCF ubiquitin ligase complex,
5530,,KFG82959.1,5737,CC,cytoplasm,
5530,,KFG82960.1,1902626,BP,assembly of large subunit precursor of preribosome,
5530,,KFG82960.1,51117,MF,ATPase binding,
5530,,KFG82960.1,30687,CC,preribosome,
5530,,KFG82960.1,1671,MF,ATPase activator activity,
5530,,KFG82960.1,32781,BP,positive regulation of ATPase activity,
5530,,KFG82960.1,5730,CC,nucleolus,
5530,,KFG82960.1,42273,BP,ribosomal large subunit biogenesis,
5530,,KFG82960.1,3735,MF,structural constituent of ribosome,
5530,,KFG82960.1,3723,MF,RNA binding,
5530,,KFG82960.1,5840,CC,ribosome,
5530,,KFG82960.1,42255,BP,ribosome assembly,
5530,,KFG82960.1,6412,BP,translation,
5530,,KFG82960.1,44445,CC,cytosolic part,
5530,,KFG82961.1,16021,CC,integral component of membrane,
5530,,KFG82961.1,22857,MF,transmembrane transporter activity,
5530,,KFG82961.1,55085,BP,transmembrane transport,
5530,,KFG82963.1,55120,CC,striated muscle dense body,
5530,,KFG82963.1,51015,MF,actin filament binding,
5530,,KFG82963.1,71013,CC,catalytic step 2 spliceosome,
5530,,KFG82963.1,16874,MF,ligase activity,
5530,,KFG82963.1,5730,CC,nucleolus,
5530,,KFG82963.1,16021,CC,integral component of membrane,
5530,,KFG82964.1,981,MF,DNA-binding transcription factor activity,
5530,,KFG82964.1,6357,BP,regulation of transcription by RNA polymerase II,
5530,,KFG82964.1,5634,CC,nucleus,
5530,,KFG82964.1,51213,MF,dioxygenase activity,
5530,,KFG82964.1,8270,MF,zinc ion binding,
5530,,KFG82964.1,16021,CC,integral component of membrane,
5530,,KFG82964.1,55114,BP,oxidation-reduction process,
5530,,KFG82965.1,46873,MF,metal ion transmembrane transporter activity,
5530,,KFG82965.1,30001,BP,metal ion transport,
5530,,KFG82965.1,16021,CC,integral component of membrane,
5530,,KFG82965.1,55085,BP,transmembrane transport,
5530,,KFG82965.1,5886,CC,plasma membrane,
5530,,KFG82965.1,72509,MF,divalent inorganic cation transmembrane transporter activity,
5530,,KFG82965.1,72511,BP,divalent inorganic cation transport,
5530,,KFG82966.1,981,MF,DNA-binding transcription factor activity,
5530,,KFG82966.1,6357,BP,regulation of transcription by RNA polymerase II,
5530,,KFG82966.1,5634,CC,nucleus,
5530,,KFG82966.1,16787,MF,hydrolase activity,
5530,,KFG82966.1,8270,MF,zinc ion binding,
5530,,KFG82966.1,16021,CC,integral component of membrane,
5530,,KFG82967.1,4806,MF,triglyceride lipase activity,
5530,,KFG82967.1,16042,BP,lipid catabolic process,
5530,,KFG82967.1,16021,CC,integral component of membrane,
5530,,KFG82967.1,4177,MF,aminopeptidase activity,
5530,,KFG82967.1,6508,BP,proteolysis,
5530,,KFG82967.1,8236,MF,serine-type peptidase activity,
5530,,KFG82968.1,16740,MF,transferase activity,
5530,,KFG82968.1,16310,BP,phosphorylation,
5530,,KFG82968.1,30896,CC,checkpoint clamp complex,
5530,,KFG82968.1,77,BP,DNA damage checkpoint,
5530,,KFG82968.1,51499,MF,D-aminoacyl-tRNA deacylase activity,
5530,,KFG82968.1,106074,BP,aminoacyl-tRNA metabolism involved in translational fidelity,
5530,,KFG82968.1,49,MF,tRNA binding,
5530,,KFG82968.1,981,MF,DNA-binding transcription factor activity,
5530,,KFG82968.1,6357,BP,regulation of transcription by RNA polymerase II,
5530,,KFG82968.1,8270,MF,zinc ion binding,
5530,,KFG82968.1,16491,MF,oxidoreductase activity,
5530,,KFG82968.1,3677,MF,DNA binding,
5530,,KFG82968.1,16021,CC,integral component of membrane,
5530,,KFG82968.1,6351,BP,transcription,
5530,,KFG82968.1,5737,CC,cytoplasm,
5530,,KFG82968.1,140096,MF,catalytic activity,
5530,,KFG82968.1,5524,MF,ATP binding,
5530,,KFG82968.1,55114,BP,oxidation-reduction process,
5530,,KFG82968.1,6464,BP,cellular protein modification process,
5530,,KFG82969.1,18814,MF,phenylacetaldoxime dehydratase activity,
5530,,KFG82969.1,16829,MF,lyase activity,
5530,,KFG82970.1,7165,BP,signal transduction,
5530,,KFG82970.1,4252,MF,serine-type endopeptidase activity,
5530,,KFG82970.1,16021,CC,integral component of membrane,
5530,,KFG82970.1,6508,BP,proteolysis,
5530,,KFG82971.1,4252,MF,serine-type endopeptidase activity,
5530,,KFG82971.1,6508,BP,proteolysis,
5530,,KFG82971.1,5576,CC,extracellular region,
5530,,KFG82971.1,10952,BP,positive regulation of peptidase activity,
5530,,KFG82971.1,16504,MF,peptidase activator activity,
5530,,KFG82972.1,4812,MF,aminoacyl-tRNA ligase activity,
5530,,KFG82972.1,16021,CC,integral component of membrane,
5530,,KFG82972.1,16853,MF,isomerase activity,
5530,,KFG82973.1,16740,MF,transferase activity,
5530,,KFG82973.1,16021,CC,integral component of membrane,
5530,,KFG82973.1,6357,BP,regulation of transcription by RNA polymerase II,
5530,,KFG82973.1,34645,BP,cellular macromolecule biosynthetic process,
5530,,KFG82973.1,981,MF,DNA-binding transcription factor activity,
5530,,KFG82973.1,10467,BP,gene expression,
5530,,KFG82973.1,46914,MF,transition metal ion binding,
5530,,KFG82973.1,3735,MF,structural constituent of ribosome,
5530,,KFG82973.1,44271,BP,cellular nitrogen compound biosynthetic process,
5530,,KFG82973.1,43229,CC,intracellular organelle,
5530,,KFG82973.1,16702,MF,oxidoreductase activity,
5530,,KFG82973.1,6518,BP,peptide metabolic process,
5530,,KFG82973.1,1990904,CC,ribonucleoprotein complex,
5530,,KFG82973.1,43228,CC,non-membrane-bounded organelle,
5530,,KFG82973.1,44444,CC,cytoplasmic part,
5530,,KFG82973.1,3677,MF,DNA binding,
5530,,KFG82973.1,43227,CC,membrane-bounded organelle,
5530,,KFG82973.1,44267,BP,cellular protein metabolic process,
5530,,KFG82973.1,1901566,BP,organonitrogen compound biosynthetic process,
5530,,KFG82973.1,16070,BP,RNA metabolic process,
5530,,KFG82973.1,19438,BP,aromatic compound biosynthetic process,
5530,,KFG82973.1,18130,BP,heterocycle biosynthetic process,
5530,,KFG82973.1,1901362,BP,organic cyclic compound biosynthetic process,
5530,,KFG82973.1,55114,BP,oxidation-reduction process,
5530,,KFG82976.1,8168,MF,methyltransferase activity,
5530,,KFG82976.1,32259,BP,methylation,
5530,,KFG82976.1,16021,CC,integral component of membrane,
5530,,KFG82976.1,34599,BP,cellular response to oxidative stress,
5530,,KFG82976.1,5507,MF,copper ion binding,
5530,,KFG82976.1,3723,MF,RNA binding,
5530,,KFG82976.1,16491,MF,oxidoreductase activity,
5530,,KFG82976.1,55114,BP,oxidation-reduction process,
5530,,KFG82979.1,6506,BP,GPI anchor biosynthetic process,
5530,,KFG82979.1,16787,MF,hydrolase activity,
5530,,KFG82979.1,16021,CC,integral component of membrane,
5530,,KFG82980.1,46872,MF,metal ion binding,
5530,,KFG82981.1,5044,MF,scavenger receptor activity,
5530,,KFG82981.1,16021,CC,integral component of membrane,
5530,,KFG82981.1,6897,BP,endocytosis,
5530,,KFG82981.1,4707,MF,MAP kinase activity,
5530,,KFG82981.1,165,BP,MAPK cascade,
5530,,KFG82981.1,5524,MF,ATP binding,
5530,,KFG82982.1,16592,CC,mediator complex,
5530,,KFG82982.1,3712,MF,transcription coregulator activity,
5530,,KFG82982.1,6357,BP,regulation of transcription by RNA polymerase II,
5530,,KFG82983.1,8703,MF,5-amino-6-(5-phosphoribosylamino)uracil reductase activity,
5530,,KFG82983.1,9231,BP,riboflavin biosynthetic process,
5530,,KFG82983.1,4146,MF,dihydrofolate reductase activity,
5530,,KFG82983.1,55114,BP,oxidation-reduction process,
5530,,KFG82983.1,46654,BP,tetrahydrofolate biosynthetic process,
5530,,KFG82984.1,30170,MF,pyridoxal phosphate binding,
5530,,KFG82984.1,6520,BP,cellular amino acid metabolic process,
5530,,KFG82984.1,42645,CC,mitochondrial nucleoid,
5530,,KFG82984.1,3941,MF,L-serine ammonia-lyase activity,
5530,,KFG82984.1,4794,MF,L-threonine ammonia-lyase activity,
5530,,KFG82984.1,8080,MF,N-acetyltransferase activity,
5530,,KFG82984.1,16021,CC,integral component of membrane,
5530,,KFG82984.1,46395,BP,carboxylic acid catabolic process,
5530,,KFG82984.1,1901565,BP,organonitrogen compound catabolic process,
5530,,KFG82985.1,16787,MF,hydrolase activity,
5530,,KFG82985.1,43039,BP,tRNA aminoacylation,
5530,,KFG82985.1,5576,CC,extracellular region,
5530,,KFG82985.1,16021,CC,integral component of membrane,
5530,,KFG82985.1,4812,MF,aminoacyl-tRNA ligase activity,
5530,,KFG82985.1,5524,MF,ATP binding,
5530,,KFG82987.1,6629,BP,lipid metabolic process,
5530,,KFG82987.1,16787,MF,hydrolase activity,
5530,,KFG82987.1,6690,BP,icosanoid metabolic process,
5530,,KFG82987.1,32787,BP,monocarboxylic acid metabolic process,
5530,,KFG82987.1,44248,BP,cellular catabolic process,
5530,,KFG82987.1,1901575,BP,organic substance catabolic process,
5530,,KFG82988.1,4343,MF,glucosamine 6-phosphate N-acetyltransferase activity,
5530,,KFG82988.1,6048,BP,UDP-N-acetylglucosamine biosynthetic process,
5530,,KFG82988.1,5793,CC,endoplasmic reticulum-Golgi intermediate compartment,
5530,,KFG82988.1,5794,CC,Golgi apparatus,
5530,,KFG82988.1,5783,CC,endoplasmic reticulum,
5530,,KFG82988.1,48029,MF,monosaccharide binding,
5530,,KFG82988.1,48037,MF,cofactor binding,
5530,,KFG82989.1,16491,MF,oxidoreductase activity,
5530,,KFG82989.1,55114,BP,oxidation-reduction process,
5530,,KFG82989.1,5634,CC,nucleus,
5530,,KFG82989.1,6357,BP,regulation of transcription by RNA polymerase II,
5530,,KFG82989.1,981,MF,DNA-binding transcription factor activity,
5530,,KFG82989.1,8270,MF,zinc ion binding,
5530,,KFG82990.1,16740,MF,transferase activity,
5530,,KFG82990.1,16310,BP,phosphorylation,
