id,protein_id,go_id,ontology,description,,,,
,KID66476.1,3700,MF,DNA-binding transcription factor activity,,,,
,KID66476.1,3676,MF,nucleic acid binding,,,,
,KID66476.1,16021,CC,integral component of membrane,,,,
,KID66476.1,51537,MF,2 iron,,,,
,KID66476.1,55085,BP,transmembrane transport,,,,
,KID66476.1,42626,MF,ATPase-coupled transmembrane transporter activity,,,,
,KID66476.1,16887,MF,ATPase activity,,,,
,KID66476.1,5524,MF,ATP binding,,,,
,KID66477.1,16021,CC,integral component of membrane,,,,
,KID66477.1,16787,MF,hydrolase activity,,,,
,KID66478.1,3677,MF,DNA binding,,,,
,KID66479.1,46872,MF,metal ion binding,,,,
,KID66479.1,16021,CC,integral component of membrane,,,,
,KID66480.1,16021,CC,integral component of membrane,,,,
,KID66480.1,16787,MF,hydrolase activity,,,,
,KID66482.1,16787,MF,hydrolase activity,,,,
,KID66482.1,15938,BP,coenzyme A catabolic process,,,,
,KID66482.1,16021,CC,integral component of membrane,,,,
,KID66483.1,5375,MF,copper ion transmembrane transporter activity,,,,
,KID66483.1,35434,BP,copper ion transmembrane transport,,,,
,KID66483.1,329,CC,fungal-type vacuole membrane,,,,
,KID66483.1,15680,BP,protein maturation by copper ion transfer,,,,
,KID66483.1,15677,BP,copper ion import,,,,
,KID66483.1,16021,CC,integral component of membrane,,,,
,KID66483.1,5628,CC,prospore membrane,,,,
,KID66483.1,6878,BP,cellular copper ion homeostasis,,,,
,KID66483.1,5886,CC,plasma membrane,,,,
,KID66484.1,334,MF,3-hydroxyanthranilate 3,,,,
,KID66484.1,43420,BP,anthranilate metabolic process,,,,
,KID66484.1,5737,CC,cytoplasm,,,,
,KID66484.1,34354,BP,'de novo' NAD biosynthetic process from tryptophan,,,,
,KID66484.1,8198,MF,ferrous iron binding,,,,
,KID66484.1,19805,BP,quinolinate biosynthetic process,,,,
,KID66484.1,6569,BP,tryptophan catabolic process,,,,
,KID66484.1,55114,BP,oxidation-reduction process,,,,
,KID66485.1,16787,MF,hydrolase activity,,,,
,KID66485.1,6511,BP,ubiquitin-dependent protein catabolic process,,,,
,KID66485.1,5739,CC,mitochondrion,,,,
,KID66485.1,31625,MF,ubiquitin protein ligase binding,,,,
,KID66485.1,16021,CC,integral component of membrane,,,,
,KID66486.1,31625,MF,ubiquitin protein ligase binding,,,,
,KID66486.1,6511,BP,ubiquitin-dependent protein catabolic process,,,,
,KID66486.1,31461,CC,cullin-RING ubiquitin ligase complex,,,,
,KID66486.1,16874,MF,ligase activity,,,,
,KID66486.1,10498,BP,proteasomal protein catabolic process,,,,
,KID66487.1,387,BP,spliceosomal snRNP assembly,,,,
,KID66487.1,243,CC,commitment complex,,,,
,KID66487.1,3729,MF,mRNA binding,,,,
,KID66487.1,71004,CC,U2-type prespliceosome,,,,
,KID66487.1,5682,CC,U5 snRNP,,,,
,KID66487.1,5685,CC,U1 snRNP,,,,
,KID66487.1,46540,CC,U4/U6 x U5 tri-snRNP complex,,,,
,KID66487.1,5829,CC,cytosol,,,,
,KID66487.1,16021,CC,integral component of membrane,,,,
,KID66487.1,70072,BP,vacuolar proton-transporting V-type ATPase complex assembly,,,,
,KID66488.1,8168,MF,methyltransferase activity,,,,
,KID66488.1,32259,BP,methylation,,,,
,KID66488.1,35657,CC,eRF1 methyltransferase complex,,,,
,KID66488.1,8213,BP,protein alkylation,,,,
,KID66488.1,3676,MF,nucleic acid binding,,,,
,KID66488.1,5576,CC,extracellular region,,,,
,KID66488.1,45493,BP,xylan catabolic process,,,,
,KID66488.1,16021,CC,integral component of membrane,,,,
,KID66488.1,46559,MF,alpha-glucuronidase activity,,,,
,KID66488.1,140096,MF,catalytic activity,,,,
,KID66488.1,8483,MF,transaminase activity,,,,
,KID66489.1,4672,MF,protein kinase activity,,,,
,KID66489.1,6468,BP,protein phosphorylation,,,,
,KID66489.1,16021,CC,integral component of membrane,,,,
,KID66489.1,15,CC,phosphopyruvate hydratase complex,,,,
,KID66489.1,4634,MF,phosphopyruvate hydratase activity,,,,
,KID66489.1,8168,MF,methyltransferase activity,,,,
,KID66489.1,70569,MF,uridylyltransferase activity,,,,
,KID66489.1,5524,MF,ATP binding,,,,
,KID66489.1,32259,BP,methylation,,,,
,KID66489.1,6096,BP,glycolytic process,,,,
,KID66489.1,287,MF,magnesium ion binding,,,,
,KID66489.1,8237,MF,metallopeptidase activity,,,,
,KID66489.1,8270,MF,zinc ion binding,,,,
,KID66489.1,3676,MF,nucleic acid binding,,,,
,KID66489.1,43087,BP,regulation of GTPase activity,,,,
,KID66489.1,6508,BP,proteolysis,,,,
,KID66489.1,7165,BP,signal transduction,,,,
,KID66490.1,4672,MF,protein kinase activity,,,,
,KID66490.1,6468,BP,protein phosphorylation,,,,
,KID66490.1,16021,CC,integral component of membrane,,,,
,KID66490.1,5524,MF,ATP binding,,,,
,KID66491.1,3700,MF,DNA-binding transcription factor activity,,,,
,KID66491.1,6355,BP,regulation of transcription,,,,
,KID66491.1,16602,CC,CCAAT-binding factor complex,,,,
,KID66491.1,978,MF,RNA polymerase II proximal promoter sequence-specific DNA binding,,,,
,KID66491.1,43457,BP,regulation of cellular respiration,,,,
,KID66491.1,31670,BP,cellular response to nutrient,,,,
,KID66491.1,1903508,BP,positive regulation of nucleic acid-templated transcription,,,,
,KID66491.1,10628,BP,positive regulation of gene expression,,,,
,KID66493.1,4528,MF,phosphodiesterase I activity,,,,
,KID66493.1,36297,BP,interstrand cross-link repair,,,,
,KID66493.1,5634,CC,nucleus,,,,
,KID66493.1,90305,BP,nucleic acid phosphodiester bond hydrolysis,,,,
,KID66493.1,46872,MF,metal ion binding,,,,
,KID66493.1,3676,MF,nucleic acid binding,,,,
,KID66493.1,17108,MF,5'-flap endonuclease activity,,,,
,KID66493.1,8409,MF,5'-3' exonuclease activity,,,,
,KID66493.1,16853,MF,isomerase activity,,,,
,KID66494.1,44666,CC,MLL3/4 complex,,,,
,KID66494.1,8168,MF,methyltransferase activity,,,,
,KID66494.1,32259,BP,methylation,,,,
,KID66494.1,48188,CC,Set1C/COMPASS complex,,,,
,KID66495.1,3735,MF,structural constituent of ribosome,,,,
,KID66495.1,462,BP,maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA,,,,
,KID66495.1,22627,CC,cytosolic small ribosomal subunit,,,,
,KID66495.1,70181,MF,small ribosomal subunit rRNA binding,,,,
,KID66495.1,6412,BP,translation,,,,
,KID66495.1,5634,CC,nucleus,,,,
,KID66495.1,70013,CC,intracellular organelle lumen,,,,
,KID66495.1,6397,BP,mRNA processing,,,,
,KID66496.1,8380,BP,RNA splicing,,,,
,KID66496.1,5634,CC,nucleus,,,,
,KID66496.1,3723,MF,RNA binding,,,,
,KID66496.1,6397,BP,mRNA processing,,,,
,KID66496.1,3735,MF,structural constituent of ribosome,,,,
,KID66496.1,5840,CC,ribosome,,,,
,KID66496.1,6412,BP,translation,,,,
,KID66497.1,8534,MF,oxidized purine nucleobase lesion DNA N-glycosylase activity,,,,
,KID66497.1,6284,BP,base-excision repair,,,,
,KID66497.1,5789,CC,endoplasmic reticulum membrane,,,,
,KID66497.1,6289,BP,nucleotide-excision repair,,,,
,KID66497.1,3684,MF,damaged DNA binding,,,,
,KID66497.1,16829,MF,lyase activity,,,,
,KID66497.1,42281,MF,dolichyl pyrophosphate Man9GlcNAc2 alpha-1,,,,
,KID66497.1,16021,CC,integral component of membrane,,,,
,KID66497.1,3729,MF,mRNA binding,,,,
,KID66497.1,5634,CC,nucleus,,,,
,KID66497.1,6488,BP,dolichol-linked oligosaccharide biosynthetic process,,,,
,KID66497.1,245,BP,spliceosomal complex assembly,,,,
,KID66498.1,245,BP,spliceosomal complex assembly,,,,
,KID66498.1,3729,MF,mRNA binding,,,,
,KID66498.1,71004,CC,U2-type prespliceosome,,,,
,KID66498.1,5686,CC,U2 snRNP,,,,
,KID66498.1,8534,MF,oxidized purine nucleobase lesion DNA N-glycosylase activity,,,,
,KID66498.1,3684,MF,damaged DNA binding,,,,
,KID66498.1,16758,MF,transferase activity,,,,
,KID66498.1,71013,CC,catalytic step 2 spliceosome,,,,
,KID66498.1,5789,CC,endoplasmic reticulum membrane,,,,
,KID66498.1,16021,CC,integral component of membrane,,,,
,KID66498.1,6284,BP,base-excision repair,,,,
,KID66498.1,6289,BP,nucleotide-excision repair,,,,
,KID66499.1,3676,MF,nucleic acid binding,,,,
,KID66500.1,16021,CC,integral component of membrane,,,,
,KID66500.1,3824,MF,catalytic activity,,,,
,KID66500.1,6094,BP,gluconeogenesis,,,,
,KID66500.1,9374,MF,biotin binding,,,,
,KID66500.1,6090,BP,pyruvate metabolic process,,,,
,KID66500.1,5524,MF,ATP binding,,,,
,KID66500.1,46872,MF,metal ion binding,,,,
,KID66501.1,46872,MF,metal ion binding,,,,
,KID66501.1,90305,BP,nucleic acid phosphodiester bond hydrolysis,,,,
,KID66501.1,5885,CC,Arp2/3 protein complex,,,,
,KID66501.1,30041,BP,actin filament polymerization,,,,
,KID66501.1,34314,BP,Arp2/3 complex-mediated actin nucleation,,,,
,KID66501.1,4519,MF,endonuclease activity,,,,
,KID66501.1,16491,MF,oxidoreductase activity,,,,
,KID66501.1,16021,CC,integral component of membrane,,,,
,KID66501.1,5739,CC,mitochondrion,,,,
,KID66501.1,5634,CC,nucleus,,,,
,KID66501.1,31226,CC,intrinsic component of plasma membrane,,,,
,KID66501.1,55085,BP,transmembrane transport,,,,
,KID66501.1,55114,BP,oxidation-reduction process,,,,
,KID66502.1,30041,BP,actin filament polymerization,,,,
,KID66502.1,5885,CC,Arp2/3 protein complex,,,,
,KID66502.1,3779,MF,actin binding,,,,
,KID66502.1,34314,BP,Arp2/3 complex-mediated actin nucleation,,,,
,KID66502.1,46872,MF,metal ion binding,,,,
,KID66502.1,5200,MF,structural constituent of cytoskeleton,,,,
,KID66502.1,44877,MF,protein-containing complex binding,,,,
,KID66502.1,5737,CC,cytoplasm,,,,
,KID66502.1,16021,CC,integral component of membrane,,,,
,KID66503.1,16021,CC,integral component of membrane,,,,
,KID66503.1,6397,BP,mRNA processing,,,,
,KID66503.1,19888,MF,protein phosphatase regulator activity,,,,
,KID66503.1,34388,CC,Pwp2p-containing subcomplex of 90S preribosome,,,,
,KID66503.1,4499,MF,N,,,,
,KID66503.1,32040,CC,small-subunit processome,,,,
,KID66503.1,50661,MF,NADP binding,,,,
,KID66503.1,159,CC,protein phosphatase type 2A complex,,,,
,KID66503.1,50660,MF,flavin adenine dinucleotide binding,,,,
,KID66503.1,43666,BP,regulation of phosphoprotein phosphatase activity,,,,
,KID66503.1,55114,BP,oxidation-reduction process,,,,
,KID66504.1,5681,CC,spliceosomal complex,,,,
,KID66504.1,398,BP,mRNA splicing,,,,
,KID66504.1,8266,MF,poly(U) RNA binding,,,,
,KID66504.1,5688,CC,U6 snRNP,,,,
,KID66504.1,46540,CC,U4/U6 x U5 tri-snRNP complex,,,,
,KID66505.1,6397,BP,mRNA processing,,,,
,KID66505.1,98808,MF,mRNA cap binding,,,,
,KID66505.1,33290,CC,eukaryotic 48S preinitiation complex,,,,
,KID66505.1,16282,CC,eukaryotic 43S preinitiation complex,,,,
,KID66505.1,2191,BP,cap-dependent translational initiation,,,,
,KID66505.1,3743,MF,translation initiation factor activity,,,,
,KID66505.1,5852,CC,eukaryotic translation initiation factor 3 complex,,,,
,KID66505.1,1732,BP,formation of cytoplasmic translation initiation complex,,,,
,KID66505.1,16787,MF,hydrolase activity,,,,
,KID66506.1,3899,MF,DNA-directed 5'-3' RNA polymerase activity,,,,
,KID66506.1,6351,BP,transcription,,,,
,KID66506.1,16021,CC,integral component of membrane,,,,
,KID66506.1,46983,MF,protein dimerization activity,,,,
,KID66506.1,31177,MF,phosphopantetheine binding,,,,
,KID66506.1,3677,MF,DNA binding,,,,
,KID66506.1,16491,MF,oxidoreductase activity,,,,
,KID66506.1,55114,BP,oxidation-reduction process,,,,
,KID66507.1,4672,MF,protein kinase activity,,,,
,KID66507.1,6468,BP,protein phosphorylation,,,,
,KID66507.1,16021,CC,integral component of membrane,,,,
,KID66507.1,5524,MF,ATP binding,,,,
,KID66508.1,16531,MF,copper chaperone activity,,,,
,KID66508.1,5758,CC,mitochondrial intermembrane space,,,,
,KID66508.1,6825,BP,copper ion transport,,,,
,KID66508.1,7004,BP,telomere maintenance via telomerase,,,,
,KID66508.1,51879,MF,Hsp90 protein binding,,,,
,KID66508.1,70209,CC,ASTRA complex,,,,
,KID66508.1,42162,MF,telomeric DNA binding,,,,
,KID66508.1,50821,BP,protein stabilization,,,,
,KID66508.1,31931,CC,TORC1 complex,,,,
,KID66508.1,31932,CC,TORC2 complex,,,,
,KID66508.1,784,CC,nuclear chromosome,,,,
,KID66508.1,5829,CC,cytosol,,,,
,KID66508.1,16021,CC,integral component of membrane,,,,
,KID66509.1,19781,MF,NEDD8 activating enzyme activity,,,,
,KID66509.1,45116,BP,protein neddylation,,,,
,KID66509.1,31510,CC,SUMO activating enzyme complex,,,,
,KID66509.1,19948,MF,SUMO activating enzyme activity,,,,
,KID66509.1,5524,MF,ATP binding,,,,
,KID66509.1,46872,MF,metal ion binding,,,,
,KID66509.1,16925,BP,protein sumoylation,,,,
,KID66510.1,3899,MF,DNA-directed 5'-3' RNA polymerase activity,,,,
,KID66510.1,32774,BP,RNA biosynthetic process,,,,
,KID66510.1,46983,MF,protein dimerization activity,,,,
,KID66510.1,3677,MF,DNA binding,,,,
,KID66510.1,34645,BP,cellular macromolecule biosynthetic process,,,,
,KID66510.1,10467,BP,gene expression,,,,
,KID66511.1,44614,CC,nuclear pore cytoplasmic filaments,,,,
,KID66511.1,56,BP,ribosomal small subunit export from nucleus,,,,
,KID66511.1,17056,MF,structural constituent of nuclear pore,,,,
,KID66511.1,16973,BP,poly(A)+ mRNA export from nucleus,,,,
,KID66511.1,55,BP,ribosomal large subunit export from nucleus,,,,
,KID66511.1,3899,MF,DNA-directed 5'-3' RNA polymerase activity,,,,
,KID66511.1,46983,MF,protein dimerization activity,,,,
,KID66511.1,8139,MF,nuclear localization sequence binding,,,,
,KID66511.1,3677,MF,DNA binding,,,,
,KID66511.1,44613,CC,nuclear pore central transport channel,,,,
,KID66511.1,44615,CC,nuclear pore nuclear basket,,,,
,KID66511.1,31965,CC,nuclear membrane,,,,
,KID66511.1,32774,BP,RNA biosynthetic process,,,,
,KID66511.1,6606,BP,protein import into nucleus,,,,
,KID66511.1,34645,BP,cellular macromolecule biosynthetic process,,,,
,KID66512.1,70003,MF,threonine-type peptidase activity,,,,
,KID66512.1,5839,CC,proteasome core complex,,,,
,KID66512.1,51603,BP,proteolysis involved in cellular protein catabolic process,,,,
,KID66512.1,4175,MF,endopeptidase activity,,,,
,KID66512.1,34515,CC,proteasome storage granule,,,,
,KID66512.1,981,MF,DNA-binding transcription factor activity,,,,
,KID66512.1,8270,MF,zinc ion binding,,,,
,KID66512.1,5634,CC,nucleus,,,,
,KID66512.1,3677,MF,DNA binding,,,,
,KID66512.1,43632,BP,modification-dependent macromolecule catabolic process,,,,
,KID66512.1,6357,BP,regulation of transcription by RNA polymerase II,,,,
,KID66512.1,6351,BP,transcription,,,,
,KID66514.1,16021,CC,integral component of membrane,,,,
,KID66514.1,31124,BP,mRNA 3'-end processing,,,,
,KID66514.1,3723,MF,RNA binding,,,,
,KID66515.1,31124,BP,mRNA 3'-end processing,,,,
,KID66515.1,3723,MF,RNA binding,,,,
,KID66515.1,5847,CC,mRNA cleavage and polyadenylation specificity factor complex,,,,
,KID66515.1,16021,CC,integral component of membrane,,,,
,KID66515.1,98787,BP,mRNA cleavage involved in mRNA processing,,,,
,KID66516.1,46873,MF,metal ion transmembrane transporter activity,,,,
,KID66516.1,30001,BP,metal ion transport,,,,
,KID66516.1,16021,CC,integral component of membrane,,,,
,KID66516.1,55085,BP,transmembrane transport,,,,
,KID66516.1,5886,CC,plasma membrane,,,,
,KID66516.1,10961,BP,cellular magnesium ion homeostasis,,,,
,KID66516.1,72511,BP,divalent inorganic cation transport,,,,
,KID66517.1,42254,BP,ribosome biogenesis,,,,
,KID66517.1,30692,CC,Noc4p-Nop14p complex,,,,
,KID66517.1,46873,MF,metal ion transmembrane transporter activity,,,,
,KID66517.1,32040,CC,small-subunit processome,,,,
,KID66517.1,30001,BP,metal ion transport,,,,
,KID66517.1,5730,CC,nucleolus,,,,
,KID66517.1,55085,BP,transmembrane transport,,,,
,KID66517.1,16021,CC,integral component of membrane,,,,
,KID66518.1,276,CC,mitochondrial proton-transporting ATP synthase complex,,,,
,KID66518.1,15985,BP,energy coupled proton transport,,,,
,KID66518.1,15078,MF,proton transmembrane transporter activity,,,,
,KID66518.1,6754,BP,ATP biosynthetic process,,,,
,KID66518.1,44769,MF,ATPase activity,,,,
,KID66518.1,19829,MF,ATPase-coupled cation transmembrane transporter activity,,,,
,KID66519.1,16021,CC,integral component of membrane,,,,
,KID66519.1,42626,MF,ATPase-coupled transmembrane transporter activity,,,,
,KID66519.1,55085,BP,transmembrane transport,,,,
,KID66519.1,16887,MF,ATPase activity,,,,
,KID66519.1,42254,BP,ribosome biogenesis,,,,
,KID66519.1,5524,MF,ATP binding,,,,
,KID66519.1,3677,MF,DNA binding,,,,
,KID66520.1,31314,CC,extrinsic component of mitochondrial inner membrane,,,,
,KID66520.1,16712,MF,oxidoreductase activity,,,,1
,KID66520.1,6744,BP,ubiquinone biosynthetic process,,,,
,KID66520.1,16709,MF,oxidoreductase activity,,,,2
,KID66520.1,71949,MF,FAD binding,,,,
,KID66520.1,55114,BP,oxidation-reduction process,,,,
,KID66520.1,16021,CC,integral component of membrane,,,,
,KID66521.1,48038,MF,quinone binding,,,,
,KID66521.1,55114,BP,oxidation-reduction process,,,,
,KID66521.1,5743,CC,mitochondrial inner membrane,,,,
,KID66521.1,51287,MF,NAD binding,,,,
,KID66521.1,70469,CC,respirasome,,,,
,KID66521.1,16651,MF,oxidoreductase activity,,,,
,KID66521.1,6091,BP,generation of precursor metabolites and energy,,,,
,KID66521.1,51539,MF,4 iron,,,,
,KID66521.1,46872,MF,metal ion binding,,,,
,KID66522.1,8080,MF,N-acetyltransferase activity,,,,
,KID66523.1,16740,MF,transferase activity,,,,
,KID66524.1,30026,BP,cellular manganese ion homeostasis,,,,
,KID66524.1,5384,MF,manganese ion transmembrane transporter activity,,,,
,KID66524.1,329,CC,fungal-type vacuole membrane,,,,
,KID66524.1,71421,BP,manganese ion transmembrane transport,,,,
,KID66524.1,15093,MF,ferrous iron transmembrane transporter activity,,,,
,KID66524.1,5794,CC,Golgi apparatus,,,,
,KID66524.1,16301,MF,kinase activity,,,,
,KID66524.1,16021,CC,integral component of membrane,,,,
,KID66524.1,6874,BP,cellular calcium ion homeostasis,,,,
,KID66524.1,6879,BP,cellular iron ion homeostasis,,,,
,KID66524.1,34755,BP,iron ion transmembrane transport,,,,
,KID66524.1,72511,BP,divalent inorganic cation transport,,,,
,KID66524.1,6914,BP,autophagy,,,,
,KID66524.1,16310,BP,phosphorylation,,,,
,KID66525.1,16788,MF,hydrolase activity,,,,
,KID66525.1,16311,BP,dephosphorylation,,,,
,KID66526.1,5507,MF,copper ion binding,,,,
,KID66526.1,55114,BP,oxidation-reduction process,,,,
,KID66526.1,16021,CC,integral component of membrane,,,,
,KID66526.1,16491,MF,oxidoreductase activity,,,,
,KID66526.1,30026,BP,cellular manganese ion homeostasis,,,,
,KID66526.1,71421,BP,manganese ion transmembrane transport,,,,
,KID66526.1,5623,CC,cell,,,,
,KID66526.1,5384,MF,manganese ion transmembrane transporter activity,,,,
,KID66526.1,5506,MF,iron ion binding,,,,
,KID66526.1,20037,MF,heme binding,,,,
,KID66527.1,981,MF,DNA-binding transcription factor activity,,,,
,KID66527.1,6357,BP,regulation of transcription by RNA polymerase II,,,,
,KID66527.1,5634,CC,nucleus,,,,
,KID66527.1,8270,MF,zinc ion binding,,,,
,KID66527.1,3677,MF,DNA binding,,,,
,KID66527.1,4553,MF,hydrolase activity,,,,
,KID66527.1,5975,BP,carbohydrate metabolic process,,,,
,KID66528.1,16757,MF,transferase activity,,,,
,KID66528.1,16020,CC,membrane,,,,
,KID66528.1,16579,BP,protein deubiquitination,,,,
,KID66528.1,6511,BP,ubiquitin-dependent protein catabolic process,,,,
,KID66528.1,36459,MF,thiol-dependent ubiquitinyl hydrolase activity,,,,
,KID66529.1,16579,BP,protein deubiquitination,,,,
,KID66529.1,36459,MF,thiol-dependent ubiquitinyl hydrolase activity,,,,
,KID66529.1,16021,CC,integral component of membrane,,,,
,KID66529.1,6511,BP,ubiquitin-dependent protein catabolic process,,,,
,KID66529.1,16757,MF,transferase activity,,,,
,KID66531.1,61726,BP,mitochondrion disassembly,,,,
,KID66531.1,34045,CC,phagophore assembly site membrane,,,,
,KID66531.1,5774,CC,vacuolar membrane,,,,
,KID66531.1,45,BP,autophagosome assembly,,,,
,KID66531.1,15031,BP,protein transport,,,,
,KID66532.1,51382,BP,kinetochore assembly,,,,
,KID66532.1,776,CC,kinetochore,,,,
,KID66533.1,5634,CC,nucleus,,,,
,KID66533.1,3677,MF,DNA binding,,,,
,KID66533.1,6281,BP,DNA repair,,,,
,KID66533.1,6357,BP,regulation of transcription by RNA polymerase II,,,,
,KID66533.1,5694,CC,chromosome,,,,
,KID66533.1,70013,CC,intracellular organelle lumen,,,,
,KID66533.1,44446,CC,intracellular organelle part,,,,
,KID66535.1,16868,MF,intramolecular transferase activity,,,,
,KID66535.1,5975,BP,carbohydrate metabolic process,,,,
,KID66535.1,5829,CC,cytosol,,,,
,KID66535.1,287,MF,magnesium ion binding,,,,
,KID66535.1,90503,BP,RNA phosphodiester bond hydrolysis,,,,
,KID66535.1,175,MF,3'-5'-exoribonuclease activity,,,,
,KID66535.1,3676,MF,nucleic acid binding,,,,
,KID66535.1,6112,BP,energy reserve metabolic process,,,,
,KID66535.1,44282,BP,small molecule catabolic process,,,,
,KID66535.1,1901575,BP,organic substance catabolic process,,,,
,KID66535.1,34645,BP,cellular macromolecule biosynthetic process,,,,
,KID66536.1,175,MF,3'-5'-exoribonuclease activity,,,,
,KID66536.1,90503,BP,RNA phosphodiester bond hydrolysis,,,,
,KID66536.1,5739,CC,mitochondrion,,,,
,KID66536.1,3676,MF,nucleic acid binding,,,,
,KID66536.1,16868,MF,intramolecular transferase activity,,,,
,KID66536.1,5975,BP,carbohydrate metabolic process,,,,
,KID66536.1,287,MF,magnesium ion binding,,,,
,KID66537.1,16491,MF,oxidoreductase activity,,,,
,KID66537.1,55114,BP,oxidation-reduction process,,,,
,KID66538.1,16301,MF,kinase activity,,,,
,KID66538.1,16310,BP,phosphorylation,,,,
,KID66538.1,16787,MF,hydrolase activity,,,,
,KID66539.1,5739,CC,mitochondrion,,,,
,KID66539.1,55114,BP,oxidation-reduction process,,,,
,KID66539.1,16021,CC,integral component of membrane,,,,
,KID66540.1,15935,CC,small ribosomal subunit,,,,
,KID66540.1,3735,MF,structural constituent of ribosome,,,,
,KID66540.1,6412,BP,translation,,,,
,KID66540.1,3723,MF,RNA binding,,,,
,KID66540.1,22626,CC,cytosolic ribosome,,,,
,KID66540.1,28,BP,ribosomal small subunit assembly,,,,
,KID66542.1,5200,MF,structural constituent of cytoskeleton,,,,
,KID66542.1,5874,CC,microtubule,,,,
,KID66542.1,7017,BP,microtubule-based process,,,,
,KID66542.1,7010,BP,cytoskeleton organization,,,,
,KID66542.1,3924,MF,GTPase activity,,,,
,KID66542.1,5525,MF,GTP binding,,,,
,KID66542.1,7097,BP,nuclear migration,,,,
,KID66542.1,5737,CC,cytoplasm,,,,
,KID66542.1,278,BP,mitotic cell cycle,,,,
,KID66542.1,6928,BP,movement of cell or subcellular component,,,,
,KID66542.1,16021,CC,integral component of membrane,,,,
,KID66542.1,6629,BP,lipid metabolic process,,,,
,KID66543.1,3723,MF,RNA binding,,,,
,KID66543.1,5730,CC,nucleolus,,,,
,KID66543.1,6364,BP,rRNA processing,,,,
,KID66545.1,5847,CC,mRNA cleavage and polyadenylation specificity factor complex,,,,
,KID66545.1,6379,BP,mRNA cleavage,,,,
,KID66545.1,6378,BP,mRNA polyadenylation,,,,
,KID66545.1,8033,BP,tRNA processing,,,,
,KID66548.1,3854,MF,3-beta-hydroxy-delta5-steroid dehydrogenase activity,,,,
,KID66548.1,6694,BP,steroid biosynthetic process,,,,
,KID66548.1,16021,CC,integral component of membrane,,,,
,KID66548.1,55114,BP,oxidation-reduction process,,,,
,KID66548.1,16853,MF,isomerase activity,,,,
,KID66548.1,50662,MF,coenzyme binding,,,,
,KID66549.1,5887,CC,integral component of plasma membrane,,,,
,KID66549.1,55085,BP,transmembrane transport,,,,
,KID66549.1,4252,MF,serine-type endopeptidase activity,,,,
,KID66549.1,6508,BP,proteolysis,,,,
,KID66549.1,46872,MF,metal ion binding,,,,
,KID66550.1,16021,CC,integral component of membrane,,,,
,KID66550.1,6506,BP,GPI anchor biosynthetic process,,,,
,KID66550.1,3993,MF,acid phosphatase activity,,,,
,KID66550.1,5789,CC,endoplasmic reticulum membrane,,,,
,KID66550.1,16311,BP,dephosphorylation,,,,
,KID66551.1,8670,MF,2,,,,
,KID66551.1,55114,BP,oxidation-reduction process,,,,
,KID66551.1,16021,CC,integral component of membrane,,,,
,KID66551.1,102131,MF,3-oxo-glutaryl-[acp] methyl ester reductase activity,,,,
,KID66551.1,102132,MF,3-oxo-pimeloyl-[acp] methyl ester reductase activity,,,,
,KID66551.1,4316,MF,3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity,,,,
,KID66551.1,5524,MF,ATP binding,,,,
,KID66552.1,4709,MF,MAP kinase kinase kinase activity,,,,
,KID66552.1,51403,BP,stress-activated MAPK cascade,,,,
,KID66552.1,1990315,CC,Mcs4 RR-MAPKKK complex,,,,
,KID66552.1,5737,CC,cytoplasm,,,,
,KID66552.1,186,BP,activation of MAPKK activity,,,,
,KID66552.1,5524,MF,ATP binding,,,,
,KID66552.1,71470,BP,cellular response to osmotic stress,,,,
,KID66552.1,34605,BP,cellular response to heat,,,,
,KID66552.1,34599,BP,cellular response to oxidative stress,,,,
,KID66553.1,4126,MF,cytidine deaminase activity,,,,
,KID66553.1,9972,BP,cytidine deamination,,,,
,KID66553.1,5829,CC,cytosol,,,,
,KID66553.1,8270,MF,zinc ion binding,,,,
,KID66553.1,16021,CC,integral component of membrane,,,,
,KID66556.1,51568,BP,histone H3-K4 methylation,,,,
,KID66556.1,48188,CC,Set1C/COMPASS complex,,,,
,KID66556.1,42393,MF,histone binding,,,,
,KID66556.1,20037,MF,heme binding,,,,
,KID66557.1,16021,CC,integral component of membrane,,,,
,KID66557.1,30248,MF,cellulose binding,,,,
,KID66557.1,6508,BP,proteolysis,,,,
,KID66557.1,5975,BP,carbohydrate metabolic process,,,,
,KID66557.1,103025,MF,alpha-amylase activity (releasing maltohexaose),,,,
,KID66557.1,5576,CC,extracellular region,,,,
,KID66557.1,4556,MF,alpha-amylase activity,,,,
,KID66557.1,31226,CC,intrinsic component of plasma membrane,,,,
,KID66557.1,55085,BP,transmembrane transport,,,,
,KID66557.1,4190,MF,aspartic-type endopeptidase activity,,,,
,KID66557.1,4674,MF,protein serine/threonine kinase activity,,,,
,KID66557.1,6468,BP,protein phosphorylation,,,,
,KID66557.1,22857,MF,transmembrane transporter activity,,,,
,KID66557.1,43167,MF,ion binding,,,,
,KID66557.1,32559,MF,adenyl ribonucleotide binding,,,,
,KID66557.1,8144,MF,drug binding,,,,
,KID66558.1,15113,MF,nitrite transmembrane transporter activity,,,,
,KID66558.1,15707,BP,nitrite transport,,,,
,KID66558.1,5887,CC,integral component of plasma membrane,,,,
,KID66558.1,15112,MF,nitrate transmembrane transporter activity,,,,
,KID66558.1,15706,BP,nitrate transport,,,,
