organism	id	protein_id	go_id	ontology	description
1276135		KID63893.1	0030687	CC	preribosome, large subunit precursor
1276135		KID63893.1	0005730	CC	nucleolus
1276135		KID63893.1	0000453	BP	enzyme-directed rRNA 2'-O-methylation
1276135		KID63894.1	0070039	MF	rRNA (guanosine-2'-O-)-methyltransferase activity
1276135		KID63894.1	0030687	CC	preribosome, large subunit precursor
1276135		KID63894.1	0000453	BP	enzyme-directed rRNA 2'-O-methylation
1276135		KID63894.1	0008650	MF	rRNA (uridine-2'-O-)-methyltransferase activity
1276135		KID63894.1	0005730	CC	nucleolus
1276135		KID63894.1	0016021	CC	integral component of membrane
1276135		KID63894.1	0000463	BP	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
1276135		KID63894.1	0000466	BP	maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
1276135		KID63895.1	0003924	MF	GTPase activity
1276135		KID63895.1	0055114	BP	oxidation-reduction process
1276135		KID63895.1	0016021	CC	integral component of membrane
1276135		KID63895.1	0005525	MF	GTP binding
1276135		KID63895.1	0016491	MF	oxidoreductase activity
1276135		KID63896.1	0008324	MF	cation transmembrane transporter activity
1276135		KID63896.1	0098655	BP	cation transmembrane transport
1276135		KID63896.1	0016021	CC	integral component of membrane
1276135		KID63899.1	0046872	MF	metal ion binding
1276135		KID63899.1	1990304	CC	MUB1-RAD6-UBR2 ubiquitin ligase complex
1276135		KID63899.1	0006511	BP	ubiquitin-dependent protein catabolic process
1276135		KID63900.1	0034399	CC	nuclear periphery
1276135		KID63900.1	0042273	BP	ribosomal large subunit biogenesis
1276135		KID63900.1	0030687	CC	preribosome, large subunit precursor
1276135		KID63900.1	0006364	BP	rRNA processing
1276135		KID63900.1	0005730	CC	nucleolus
1276135		KID63901.1	0003676	MF	nucleic acid binding
1276135		KID63902.1	0003743	MF	translation initiation factor activity
1276135		KID63902.1	0006413	BP	translational initiation
1276135		KID63902.1	0003677	MF	DNA binding
1276135		KID63902.1	0006355	BP	regulation of transcription, DNA-templated
1276135		KID63903.1	0016021	CC	integral component of membrane
1276135		KID63903.1	0030794	MF	(S)-coclaurine-N-methyltransferase activity
1276135		KID63903.1	0016567	BP	protein ubiquitination
1276135		KID63903.1	0061631	MF	ubiquitin conjugating enzyme activity
1276135		KID63903.1	0019706	MF	protein-cysteine S-palmitoyltransferase activity
1276135		KID63903.1	0032259	BP	methylation
1276135		KID63904.1	0016887	MF	ATPase activity
1276135		KID63904.1	0006812	BP	cation transport
1276135		KID63904.1	0016021	CC	integral component of membrane
1276135		KID63904.1	0005623	CC	cell
1276135		KID63904.1	0005524	MF	ATP binding
1276135		KID63904.1	0006874	BP	cellular calcium ion homeostasis
1276135		KID63904.1	0046872	MF	metal ion binding
1276135		KID63905.1	0006334	BP	nucleosome assembly
1276135		KID63905.1	0005634	CC	nucleus
1276135		KID63905.1	0030332	MF	cyclin binding
1276135		KID63905.1	0042393	MF	histone binding
1276135		KID63905.1	0008047	MF	enzyme activator activity
1276135		KID63905.1	0042802	MF	identical protein binding
1276135		KID63905.1	0005737	CC	cytoplasm
1276135		KID63905.1	2000617	BP	positive regulation of histone H3-K9 acetylation
1276135		KID63905.1	0007117	BP	budding cell bud growth
1276135		KID63905.1	0031116	BP	positive regulation of microtubule polymerization
1276135		KID63905.1	0031498	BP	chromatin disassembly
1276135		KID63905.1	0032986	BP	protein-DNA complex disassembly
1276135		KID63905.1	0032968	BP	positive regulation of transcription elongation from RNA polymerase II promoter
1276135		KID63905.1	0006606	BP	protein import into nucleus
1276135		KID63905.1	0043085	BP	positive regulation of catalytic activity
1276135		KID63906.1	0004617	MF	phosphoglycerate dehydrogenase activity
1276135		KID63906.1	0006564	BP	L-serine biosynthetic process
1276135		KID63906.1	0005829	CC	cytosol
1276135		KID63906.1	0051287	MF	NAD binding
1276135		KID63906.1	0016618	MF	hydroxypyruvate reductase activity
1276135		KID63906.1	0055114	BP	oxidation-reduction process
1276135		KID63906.1	0030267	MF	glyoxylate reductase (NADP) activity
1276135		KID63907.1	0051015	MF	actin filament binding
1276135		KID63907.1	0016459	CC	myosin complex
1276135		KID63907.1	0007107	BP	membrane addition at site of cytokinesis
1276135		KID63907.1	0003774	MF	motor activity
1276135		KID63907.1	0030050	BP	vesicle transport along actin filament
1276135		KID63907.1	0048313	BP	Golgi inheritance
1276135		KID63907.1	0071563	CC	Myo2p-Vac17p-Vac8p transport complex
1276135		KID63907.1	0007118	BP	budding cell apical bud growth
1276135		KID63907.1	0000011	BP	vacuole inheritance
1276135		KID63907.1	0031941	CC	filamentous actin
1276135		KID63907.1	0045033	BP	peroxisome inheritance
1276135		KID63907.1	0000131	CC	incipient cellular bud site
1276135		KID63907.1	0005934	CC	cellular bud tip
1276135		KID63907.1	0032432	CC	actin filament bundle
1276135		KID63907.1	0009826	BP	unidimensional cell growth
1276135		KID63907.1	0043332	CC	mating projection tip
1276135		KID63907.1	0000001	BP	mitochondrion inheritance
1276135		KID63907.1	0005935	CC	cellular bud neck
1276135		KID63907.1	0005516	MF	calmodulin binding
1276135		KID63907.1	0005524	MF	ATP binding
1276135		KID63907.1	0000132	BP	establishment of mitotic spindle orientation
1276135		KID63907.1	0000329	CC	fungal-type vacuole membrane
1276135		KID63907.1	0030133	CC	transport vesicle
1276135		KID63907.1	0006904	BP	vesicle docking involved in exocytosis
1276135		KID63907.1	0004017	MF	adenylate kinase activity
1276135		KID63907.1	0004358	MF	glutamate N-acetyltransferase activity
1276135		KID63907.1	0016887	MF	ATPase activity
1276135		KID63907.1	0051287	MF	NAD binding
1276135		KID63907.1	0016616	MF	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
1276135		KID63907.1	0005634	CC	nucleus
1276135		KID63907.1	0016021	CC	integral component of membrane
1276135		KID63907.1	0046940	BP	nucleoside monophosphate phosphorylation
1276135		KID63907.1	0006364	BP	rRNA processing
1276135		KID63907.1	0016310	BP	phosphorylation
1276135		KID63907.1	0055114	BP	oxidation-reduction process
1276135		KID63908.1	0004017	MF	adenylate kinase activity
1276135		KID63908.1	0046940	BP	nucleoside monophosphate phosphorylation
1276135		KID63908.1	0005634	CC	nucleus
1276135		KID63908.1	0006364	BP	rRNA processing
1276135		KID63908.1	0016887	MF	ATPase activity
1276135		KID63908.1	0005737	CC	cytoplasm
1276135		KID63908.1	0005524	MF	ATP binding
1276135		KID63908.1	0016459	CC	myosin complex
1276135		KID63908.1	0031941	CC	filamentous actin
1276135		KID63908.1	0000131	CC	incipient cellular bud site
1276135		KID63908.1	0005934	CC	cellular bud tip
1276135		KID63908.1	0032432	CC	actin filament bundle
1276135		KID63908.1	0043332	CC	mating projection tip
1276135		KID63908.1	0005935	CC	cellular bud neck
1276135		KID63908.1	0016310	BP	phosphorylation
1276135		KID63908.1	0051015	MF	actin filament binding
1276135		KID63908.1	0000146	MF	microfilament motor activity
1276135		KID63908.1	0005516	MF	calmodulin binding
1276135		KID63908.1	0097708	CC	intracellular vesicle
1276135		KID63908.1	0098805	CC	whole membrane
1276135		KID63908.1	0007107	BP	membrane addition at site of cytokinesis
1276135		KID63908.1	0098588	CC	bounding membrane of organelle
1276135		KID63908.1	0030050	BP	vesicle transport along actin filament
1276135		KID63908.1	0048313	BP	Golgi inheritance
1276135		KID63908.1	0012505	CC	endomembrane system
1276135		KID63908.1	0007118	BP	budding cell apical bud growth
1276135		KID63908.1	0000011	BP	vacuole inheritance
1276135		KID63908.1	0045033	BP	peroxisome inheritance
1276135		KID63908.1	0009826	BP	unidimensional cell growth
1276135		KID63908.1	0000001	BP	mitochondrion inheritance
1276135		KID63908.1	0000132	BP	establishment of mitotic spindle orientation
1276135		KID63908.1	0006904	BP	vesicle docking involved in exocytosis
1276135		KID63909.1	0004828	MF	serine-tRNA ligase activity
1276135		KID63909.1	0006434	BP	seryl-tRNA aminoacylation
1276135		KID63909.1	0010494	CC	cytoplasmic stress granule
1276135		KID63909.1	0005524	MF	ATP binding
1276135		KID63909.1	0016020	CC	membrane
1276135		KID63909.1	0003924	MF	GTPase activity
1276135		KID63909.1	0005525	MF	GTP binding
1276135		KID63909.1	0007165	BP	signal transduction
1276135		KID63910.1	0003924	MF	GTPase activity
1276135		KID63910.1	1905541	BP	regulation of L-arginine import across plasma membrane
1276135		KID63910.1	0016020	CC	membrane
1276135		KID63910.1	0005525	MF	GTP binding
1276135		KID63910.1	0010494	CC	cytoplasmic stress granule
1276135		KID63910.1	0071851	BP	mitotic G1 cell cycle arrest in response to nitrogen starvation
1276135		KID63910.1	1903961	BP	positive regulation of anion transmembrane transport
1276135		KID63910.1	0051957	BP	positive regulation of amino acid transport
1276135		KID63910.1	0007165	BP	signal transduction
1276135		KID63910.1	0019003	MF	GDP binding
1276135		KID63910.1	2001025	BP	positive regulation of response to drug
1276135		KID63910.1	0071944	CC	cell periphery
1276135		KID63910.1	1904064	BP	positive regulation of cation transmembrane transport
1276135		KID63910.1	0004828	MF	serine-tRNA ligase activity
1276135		KID63910.1	0005524	MF	ATP binding
1276135		KID63910.1	0006434	BP	seryl-tRNA aminoacylation
1276135		KID63911.1	0003924	MF	GTPase activity
1276135		KID63911.1	0007165	BP	signal transduction
1276135		KID63911.1	0016020	CC	membrane
1276135		KID63911.1	0005525	MF	GTP binding
1276135		KID63911.1	0004812	MF	aminoacyl-tRNA ligase activity
1276135		KID63912.1	0016874	MF	ligase activity
1276135		KID63912.1	0016021	CC	integral component of membrane
1276135		KID63912.1	0055114	BP	oxidation-reduction process
1276135		KID63912.1	0016705	MF	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
1276135		KID63912.1	0004497	MF	monooxygenase activity
1276135		KID63912.1	0005506	MF	iron ion binding
1276135		KID63912.1	0020037	MF	heme binding
1276135		KID63913.1	0016874	MF	ligase activity
1276135		KID63913.1	0009234	BP	menaquinone biosynthetic process
1276135		KID63913.1	0016021	CC	integral component of membrane
1276135		KID63913.1	0008519	MF	ammonium transmembrane transporter activity
1276135		KID63913.1	0072488	BP	ammonium transmembrane transport
1276135		KID63913.1	0005524	MF	ATP binding
1276135		KID63913.1	0008270	MF	zinc ion binding
1276135		KID63913.1	0055114	BP	oxidation-reduction process
1276135		KID63913.1	0016491	MF	oxidoreductase activity
1276135		KID63913.1	0016787	MF	hydrolase activity
1276135		KID63914.1	0032784	BP	regulation of DNA-templated transcription, elongation
1276135		KID63914.1	0032044	CC	DSIF complex
1276135		KID63914.1	0003746	MF	translation elongation factor activity
1276135		KID63914.1	0006357	BP	regulation of transcription by RNA polymerase II
1276135		KID63914.1	0060195	BP	negative regulation of antisense RNA transcription
1276135		KID63914.1	0003729	MF	mRNA binding
1276135		KID63914.1	0022857	MF	transmembrane transporter activity
1276135		KID63914.1	0045893	BP	positive regulation of transcription, DNA-templated
1276135		KID63914.1	0016021	CC	integral component of membrane
1276135		KID63914.1	0006414	BP	translational elongation
1276135		KID63914.1	0006368	BP	transcription elongation from RNA polymerase II promoter
1276135		KID63914.1	0006397	BP	mRNA processing
1276135		KID63914.1	0055085	BP	transmembrane transport
1276135		KID63915.1	0005634	CC	nucleus
1276135		KID63915.1	0017056	MF	structural constituent of nuclear pore
1276135		KID63915.1	0032784	BP	regulation of DNA-templated transcription, elongation
1276135		KID63915.1	0003746	MF	translation elongation factor activity
1276135		KID63915.1	0006414	BP	translational elongation
1276135		KID63915.1	0051028	BP	mRNA transport
1276135		KID63915.1	0006357	BP	regulation of transcription by RNA polymerase II
1276135		KID63915.1	0012505	CC	endomembrane system
1276135		KID63915.1	0006913	BP	nucleocytoplasmic transport
1276135		KID63915.1	0031967	CC	organelle envelope
1276135		KID63915.1	0015031	BP	protein transport
1276135		KID63915.1	0032991	CC	protein-containing complex
1276135		KID63915.1	0016020	CC	membrane
1276135		KID63916.1	0004743	MF	pyruvate kinase activity
1276135		KID63916.1	0006096	BP	glycolytic process
1276135		KID63916.1	0005774	CC	vacuolar membrane
1276135		KID63916.1	0030955	MF	potassium ion binding
1276135		KID63916.1	0030659	CC	cytoplasmic vesicle membrane
1276135		KID63916.1	0000287	MF	magnesium ion binding
1276135		KID63916.1	0016301	MF	kinase activity
1276135		KID63916.1	0006914	BP	autophagy
1276135		KID63917.1	0004743	MF	pyruvate kinase activity
1276135		KID63917.1	0006096	BP	glycolytic process
1276135		KID63917.1	0016021	CC	integral component of membrane
1276135		KID63917.1	0030955	MF	potassium ion binding
1276135		KID63917.1	0000287	MF	magnesium ion binding
1276135		KID63917.1	0005737	CC	cytoplasm
1276135		KID63917.1	0016301	MF	kinase activity
1276135		KID63917.1	0005524	MF	ATP binding
1276135		KID63917.1	0061718	BP	glucose catabolic process to pyruvate
1276135		KID63917.1	0006735	BP	NADH regeneration
1276135		KID63917.1	0042626	MF	ATPase-coupled transmembrane transporter activity
1276135		KID63917.1	0042866	BP	pyruvate biosynthetic process
1276135		KID63917.1	0016887	MF	ATPase activity
1276135		KID63917.1	0140096	MF	catalytic activity, acting on a protein
1276135		KID63917.1	0055085	BP	transmembrane transport
1276135		KID63917.1	0006468	BP	protein phosphorylation
1276135		KID63918.1	0004672	MF	protein kinase activity
1276135		KID63918.1	0006468	BP	protein phosphorylation
1276135		KID63918.1	0016021	CC	integral component of membrane
1276135		KID63918.1	0005524	MF	ATP binding
1276135		KID63919.1	0055085	BP	transmembrane transport
1276135		KID63919.1	0003824	MF	catalytic activity
1276135		KID63919.1	0009116	BP	nucleoside metabolic process
1276135		KID63920.1	0005388	MF	calcium transmembrane transporter activity, phosphorylative mechanism
1276135		KID63920.1	0070588	BP	calcium ion transmembrane transport
1276135		KID63920.1	0016021	CC	integral component of membrane
1276135		KID63920.1	0005623	CC	cell
1276135		KID63920.1	0006874	BP	cellular calcium ion homeostasis
1276135		KID63920.1	0005524	MF	ATP binding
1276135		KID63920.1	0009116	BP	nucleoside metabolic process
1276135		KID63920.1	0016787	MF	hydrolase activity
1276135		KID63921.1	0042626	MF	ATPase-coupled transmembrane transporter activity
1276135		KID63921.1	0055085	BP	transmembrane transport
1276135		KID63921.1	0016021	CC	integral component of membrane
1276135		KID63921.1	0016887	MF	ATPase activity
1276135		KID63921.1	0030256	CC	type I protein secretion system complex
1276135		KID63921.1	0071702	BP	organic substance transport
1276135		KID63921.1	0031226	CC	intrinsic component of plasma membrane
1276135		KID63921.1	0033036	BP	macromolecule localization
1276135		KID63921.1	0071705	BP	nitrogen compound transport
1276135		KID63921.1	0005524	MF	ATP binding
1276135		KID63921.1	0005840	CC	ribosome
1276135		KID63921.1	0032940	BP	secretion by cell
1276135		KID63921.1	0006820	BP	anion transport
1276135		KID63921.1	0072348	BP	sulfur compound transport
1276135		KID63921.1	0006508	BP	proteolysis
1276135		KID63921.1	0005319	MF	lipid transporter activity
1276135		KID63921.1	0008237	MF	metallopeptidase activity
1276135		KID63921.1	0015114	MF	phosphate ion transmembrane transporter activity
1276135		KID63921.1	0003735	MF	structural constituent of ribosome
1276135		KID63921.1	0006412	BP	translation
1276135		KID63921.1	0022853	MF	active ion transmembrane transporter activity
1276135		KID63921.1	0006812	BP	cation transport
1276135		KID63922.1	0005524	MF	ATP binding
1276135		KID63922.1	0055085	BP	transmembrane transport
1276135		KID63922.1	0005887	CC	integral component of plasma membrane
1276135		KID63922.1	0042626	MF	ATPase-coupled transmembrane transporter activity
1276135		KID63922.1	0009058	BP	biosynthetic process
1276135		KID63922.1	0016887	MF	ATPase activity
1276135		KID63923.1	0005887	CC	integral component of plasma membrane
1276135		KID63923.1	0055085	BP	transmembrane transport
1276135		KID63923.1	0022857	MF	transmembrane transporter activity
1276135		KID63924.1	0016021	CC	integral component of membrane
1276135		KID63925.1	0016021	CC	integral component of membrane
1276135		KID63925.1	0016787	MF	hydrolase activity
1276135		KID63925.1	0055114	BP	oxidation-reduction process
1276135		KID63925.1	0016491	MF	oxidoreductase activity
1276135		KID63926.1	0031571	BP	mitotic G1 DNA damage checkpoint
1276135		KID63926.1	0030332	MF	cyclin binding
1276135		KID63926.1	0019005	CC	SCF ubiquitin ligase complex
1276135		KID63926.1	0031146	BP	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
1276135		KID63927.1	0030151	MF	molybdenum ion binding
1276135		KID63927.1	0042128	BP	nitrate assimilation
1276135		KID63927.1	0016021	CC	integral component of membrane
1276135		KID63927.1	0016491	MF	oxidoreductase activity
1276135		KID63927.1	0055114	BP	oxidation-reduction process
1276135		KID63928.1	0008540	CC	proteasome regulatory particle, base subcomplex
1276135		KID63928.1	0042176	BP	regulation of protein catabolic process
1276135		KID63928.1	0030234	MF	enzyme regulator activity
1276135		KID63928.1	0050790	BP	regulation of catalytic activity
1276135		KID63928.1	0004175	MF	endopeptidase activity
1276135		KID63928.1	0043161	BP	proteasome-mediated ubiquitin-dependent protein catabolic process
1276135		KID63928.1	0034515	CC	proteasome storage granule
1276135		KID63928.1	0005634	CC	nucleus
1276135		KID63929.1	0004651	MF	polynucleotide 5'-phosphatase activity
1276135		KID63929.1	0098507	BP	polynucleotide 5' dephosphorylation
1276135		KID63930.1	0022857	MF	transmembrane transporter activity
1276135		KID63930.1	0055085	BP	transmembrane transport
1276135		KID63930.1	0016021	CC	integral component of membrane
1276135		KID63930.1	0003887	MF	DNA-directed DNA polymerase activity
1276135		KID63930.1	0071897	BP	DNA biosynthetic process
1276135		KID63930.1	0006260	BP	DNA replication
1276135		KID63930.1	0031226	CC	intrinsic component of plasma membrane
1276135		KID63930.1	0003677	MF	DNA binding
1276135		KID63930.1	0042906	BP	xanthine transport
1276135		KID63931.1	0018506	MF	maleylacetate reductase activity
1276135		KID63931.1	0055114	BP	oxidation-reduction process
1276135		KID63931.1	0046872	MF	metal ion binding
1276135		KID63932.1	0005730	CC	nucleolus
1276135		KID63933.1	0008061	MF	chitin binding
1276135		KID63933.1	0005975	BP	carbohydrate metabolic process
1276135		KID63933.1	0005576	CC	extracellular region
1276135		KID63933.1	0016021	CC	integral component of membrane
1276135		KID63933.1	0016787	MF	hydrolase activity
1276135		KID63933.1	0006629	BP	lipid metabolic process
1276135		KID63933.1	0006032	BP	chitin catabolic process
1276135		KID63933.1	0005623	CC	cell
1276135		KID63933.1	0031177	MF	phosphopantetheine binding
1276135		KID63933.1	0016740	MF	transferase activity
1276135		KID63933.1	0006886	BP	intracellular protein transport
1276135		KID63934.1	0008081	MF	phosphoric diester hydrolase activity
1276135		KID63934.1	0006629	BP	lipid metabolic process
1276135		KID63934.1	0016021	CC	integral component of membrane
1276135		KID63935.1	0003847	MF	1-alkyl-2-acetylglycerophosphocholine esterase activity
1276135		KID63935.1	0016042	BP	lipid catabolic process
1276135		KID63935.1	0016021	CC	integral component of membrane
1276135		KID63936.1	0016021	CC	integral component of membrane
1276135		KID63937.1	0000981	MF	DNA-binding transcription factor activity, RNA polymerase II-specific
1276135		KID63937.1	0006357	BP	regulation of transcription by RNA polymerase II
1276135		KID63937.1	0005634	CC	nucleus
1276135		KID63937.1	0008270	MF	zinc ion binding
1276135		KID63937.1	0016021	CC	integral component of membrane
1276135		KID63938.1	0016021	CC	integral component of membrane
1276135		KID63938.1	0000981	MF	DNA-binding transcription factor activity, RNA polymerase II-specific
1276135		KID63938.1	0006357	BP	regulation of transcription by RNA polymerase II
1276135		KID63938.1	0008270	MF	zinc ion binding
1276135		KID63938.1	0005634	CC	nucleus
1276135		KID63938.1	0008081	MF	phosphoric diester hydrolase activity
1276135		KID63938.1	0006629	BP	lipid metabolic process
1276135		KID63939.1	0051213	MF	dioxygenase activity
1276135		KID63939.1	0055114	BP	oxidation-reduction process
1276135		KID63940.1	0016021	CC	integral component of membrane
1276135		KID63941.1	0017182	BP	peptidyl-diphthamide metabolic process
1276135		KID63941.1	0016740	MF	transferase activity
1276135		KID63941.1	0005737	CC	cytoplasm
1276135		KID63941.1	1900247	BP	regulation of cytoplasmic translational elongation
1276135		KID63941.1	0016021	CC	integral component of membrane
1276135		KID63941.1	0044249	BP	cellular biosynthetic process
1276135		KID63942.1	0071949	MF	FAD binding
1276135		KID63942.1	0016021	CC	integral component of membrane
1276135		KID63942.1	0006508	BP	proteolysis
1276135		KID63942.1	0004222	MF	metalloendopeptidase activity
1276135		KID63943.1	0071949	MF	FAD binding
1276135		KID63943.1	0016021	CC	integral component of membrane
1276135		KID63943.1	0055114	BP	oxidation-reduction process
1276135		KID63943.1	0006298	BP	mismatch repair
1276135		KID63943.1	0006357	BP	regulation of transcription by RNA polymerase II
1276135		KID63943.1	0005634	CC	nucleus
1276135		KID63943.1	0004497	MF	monooxygenase activity
1276135		KID63943.1	0030983	MF	mismatched DNA binding
1276135		KID63943.1	0000981	MF	DNA-binding transcription factor activity, RNA polymerase II-specific
1276135		KID63943.1	0008270	MF	zinc ion binding
1276135		KID63943.1	0005524	MF	ATP binding
1276135		KID63943.1	0016705	MF	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
1276135		KID63944.1	0030983	MF	mismatched DNA binding
1276135		KID63944.1	0006298	BP	mismatch repair
1276135		KID63944.1	0032301	CC	MutSalpha complex
1276135		KID63944.1	0005524	MF	ATP binding
1276135		KID63944.1	0032405	MF	MutLalpha complex binding
1276135		KID63944.1	0006290	BP	pyrimidine dimer repair
1276135		KID63944.1	0036297	BP	interstrand cross-link repair
1276135		KID63944.1	0032357	MF	oxidized purine DNA binding
1276135		KID63944.1	0045910	BP	negative regulation of DNA recombination
1276135		KID63944.1	0061982	BP	meiosis I cell cycle process
1276135		KID63944.1	0000400	MF	four-way junction DNA binding
1276135		KID63944.1	0016887	MF	ATPase activity
1276135		KID63944.1	0043570	BP	maintenance of DNA repeat elements
1276135		KID63944.1	0071949	MF	FAD binding
1276135		KID63945.1	0004801	MF	sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity
1276135		KID63945.1	0006098	BP	pentose-phosphate shunt
1276135		KID63945.1	0016021	CC	integral component of membrane
1276135		KID63945.1	0005975	BP	carbohydrate metabolic process
1276135		KID63945.1	0030151	MF	molybdenum ion binding
1276135		KID63945.1	0022857	MF	transmembrane transporter activity
1276135		KID63945.1	0016491	MF	oxidoreductase activity
1276135		KID63945.1	0042128	BP	nitrate assimilation
1276135		KID63945.1	0055085	BP	transmembrane transport
1276135		KID63946.1	0008495	MF	protoheme IX farnesyltransferase activity
1276135		KID63946.1	0048033	BP	heme o metabolic process
1276135		KID63946.1	0031966	CC	mitochondrial membrane
1276135		KID63946.1	0006783	BP	heme biosynthetic process
1276135		KID63946.1	0004056	MF	argininosuccinate lyase activity
1276135		KID63946.1	0046160	BP	heme a metabolic process
1276135		KID63946.1	0016021	CC	integral component of membrane
1276135		KID63946.1	0042450	BP	arginine biosynthetic process via ornithine
1276135		KID63946.1	0045333	BP	cellular respiration
1276135		KID63947.1	0005315	MF	inorganic phosphate transmembrane transporter activity
1276135		KID63947.1	0006817	BP	phosphate ion transport
1276135		KID63947.1	0016021	CC	integral component of membrane
1276135		KID63947.1	0055085	BP	transmembrane transport
1276135		KID63947.1	0031226	CC	intrinsic component of plasma membrane
1276135		KID63947.1	0005436	MF	sodium:phosphate symporter activity
1276135		KID63947.1	0051213	MF	dioxygenase activity
1276135		KID63947.1	0006814	BP	sodium ion transport
1276135		KID63947.1	0055114	BP	oxidation-reduction process
1276135		KID63948.1	0016779	MF	nucleotidyltransferase activity
1276135		KID63948.1	0009058	BP	biosynthetic process
1276135		KID63948.1	0016021	CC	integral component of membrane
1276135		KID63948.1	0015936	BP	coenzyme A metabolic process
1276135		KID63948.1	0004140	MF	dephospho-CoA kinase activity
1276135		KID63948.1	0004553	MF	hydrolase activity, hydrolyzing O-glycosyl compounds
1276135		KID63948.1	0005975	BP	carbohydrate metabolic process
1276135		KID63948.1	0016310	BP	phosphorylation
1276135		KID63949.1	0003677	MF	DNA binding
1276135		KID63949.1	0055114	BP	oxidation-reduction process
1276135		KID63949.1	0030151	MF	molybdenum ion binding
1276135		KID63949.1	0016491	MF	oxidoreductase activity
1276135		KID63950.1	0008131	MF	primary amine oxidase activity
1276135		KID63950.1	0009308	BP	amine metabolic process
1276135		KID63950.1	0005887	CC	integral component of plasma membrane
1276135		KID63950.1	0055114	BP	oxidation-reduction process
1276135		KID63950.1	0005507	MF	copper ion binding
1276135		KID63950.1	0048038	MF	quinone binding
1276135		KID63950.1	0055085	BP	transmembrane transport
1276135		KID63951.1	0006865	BP	amino acid transport
1276135		KID63951.1	0022857	MF	transmembrane transporter activity
1276135		KID63951.1	0016021	CC	integral component of membrane
1276135		KID63951.1	0055085	BP	transmembrane transport
1276135		KID63952.1	0016620	MF	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor
1276135		KID63952.1	0055114	BP	oxidation-reduction process
1276135		KID63954.1	0004252	MF	serine-type endopeptidase activity
1276135		KID63954.1	0006508	BP	proteolysis
1276135		KID63954.1	0005576	CC	extracellular region
1276135		KID63954.1	0030141	CC	secretory granule
1276135		KID63954.1	0050878	BP	regulation of body fluid levels
1276135		KID63954.1	0005509	MF	calcium ion binding
1276135		KID63954.1	0014909	BP	smooth muscle cell migration
1276135		KID63954.1	0005044	MF	scavenger receptor activity
1276135		KID63954.1	0008626	BP	granzyme-mediated apoptotic signaling pathway
1276135		KID63954.1	0043195	CC	terminal bouton
1276135		KID63954.1	0050817	BP	coagulation
1276135		KID63954.1	0008061	MF	chitin binding
1276135		KID63954.1	0042060	BP	wound healing
1276135		KID63954.1	0016301	MF	kinase activity
1276135		KID63954.1	0003883	MF	CTP synthase activity
1276135		KID63954.1	0051604	BP	protein maturation
1276135		KID63954.1	0016705	MF	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
1276135		KID63954.1	0009986	CC	cell surface
1276135		KID63954.1	0005506	MF	iron ion binding
1276135		KID63954.1	0048584	BP	positive regulation of response to stimulus
1276135		KID63954.1	0030425	CC	dendrite
1276135		KID63954.1	0020037	MF	heme binding
1276135		KID63954.1	0019835	BP	cytolysis
1276135		KID63954.1	0002786	BP	regulation of antibacterial peptide production
1276135		KID63954.1	0009966	BP	regulation of signal transduction
1276135		KID63954.1	0016020	CC	membrane
1276135		KID63954.1	0007311	BP	maternal specification of dorsal/ventral axis, oocyte, germ-line encoded
1276135		KID63954.1	0071944	CC	cell periphery
1276135		KID63954.1	0048522	BP	positive regulation of cellular process
1276135		KID63954.1	0023056	BP	positive regulation of signaling
1276135		KID63954.1	0002702	BP	positive regulation of production of molecular mediator of immune response
1276135		KID63954.1	0007370	BP	ventral furrow formation
1276135		KID63954.1	0006897	BP	endocytosis
1276135		KID63954.1	2000097	BP	regulation of smooth muscle cell-matrix adhesion
1276135		KID63954.1	0008063	BP	Toll signaling pathway
1276135		KID63954.1	0043902	BP	positive regulation of multi-organism process
1276135		KID63954.1	0014910	BP	regulation of smooth muscle cell migration
1276135		KID63954.1	0033628	BP	regulation of cell adhesion mediated by integrin
1276135		KID63954.1	0061045	BP	negative regulation of wound healing
1276135		KID63954.1	0050819	BP	negative regulation of coagulation
1276135		KID63954.1	0001666	BP	response to hypoxia
1276135		KID63954.1	0040017	BP	positive regulation of locomotion
1276135		KID63954.1	0042127	BP	regulation of cell population proliferation
1276135		KID63954.1	0006030	BP	chitin metabolic process
1276135		KID63954.1	0006887	BP	exocytosis
1276135		KID63954.1	0006796	BP	phosphate-containing compound metabolic process
1276135		KID63954.1	0065009	BP	regulation of molecular function
1276135		KID63954.1	0072528	BP	pyrimidine-containing compound biosynthetic process
1276135		KID63954.1	0090407	BP	organophosphate biosynthetic process
1276135		KID63954.1	0055086	BP	nucleobase-containing small molecule metabolic process
1276135		KID63954.1	0034654	BP	nucleobase-containing compound biosynthetic process
