organism	id	protein_id	go_id	ontology	description		
1276135		KID64950.1	6357	BP	regulation of transcription by RNA polymerase II		
1276135		KID64950.1	5634	CC	nucleus		
1276135		KID64950.1	6351	BP	transcription		
1276135		KID64950.1	8270	MF	zinc ion binding		
1276135		KID64950.1	3677	MF	DNA binding		
1276135		KID64950.1	16021	CC	integral component of membrane		
1276135		KID64950.1	16301	MF	kinase activity		
1276135		KID64950.1	16705	MF	oxidoreductase activity		
1276135		KID64950.1	5506	MF	iron ion binding		
1276135		KID64950.1	20037	MF	heme binding		
1276135		KID64950.1	16758	MF	transferase activity		
1276135		KID64950.1	16310	BP	phosphorylation		
1276135		KID64950.1	30259	BP	lipid glycosylation		
1276135		KID64950.1	55114	BP	oxidation-reduction process		
1276135		KID64950.1	5975	BP	carbohydrate metabolic process		
1276135		KID64951.1	30729	MF	acetoacetate-CoA ligase activity		
1276135		KID64951.1	6629	BP	lipid metabolic process		
1276135		KID64951.1	5887	CC	integral component of plasma membrane		
1276135		KID64951.1	6508	BP	proteolysis		
1276135		KID64951.1	4222	MF	metalloendopeptidase activity		
1276135		KID64951.1	6096	BP	glycolytic process		
1276135		KID64951.1	4807	MF	triose-phosphate isomerase activity		
1276135		KID64951.1	46872	MF	metal ion binding		
1276135		KID64951.1	5524	MF	ATP binding		
1276135		KID64951.1	55085	BP	transmembrane transport		
1276135		KID64951.1	44249	BP	cellular biosynthetic process		
1276135		KID64951.1	1901576	BP	organic substance biosynthetic process		
1276135		KID64952.1	4806	MF	triglyceride lipase activity		
1276135		KID64952.1	16042	BP	lipid catabolic process		
1276135		KID64953.1	31177	MF	phosphopantetheine binding		
1276135		KID64953.1	19748	BP	secondary metabolic process		
1276135		KID64953.1	5634	CC	nucleus		
1276135		KID64953.1	46189	BP	phenol-containing compound biosynthetic process		
1276135		KID64953.1	16740	MF	transferase activity		
1276135		KID64953.1	1901378	BP	organic heteropentacyclic compound biosynthetic process		
1276135		KID64953.1	3954	MF	NADH dehydrogenase activity		
1276135		KID64953.1	52716	MF	hydroquinone:oxygen oxidoreductase activity		
1276135		KID64953.1	16616	MF	oxidoreductase activity		
1276135		KID64953.1	1901663	BP	quinone biosynthetic process		
1276135		KID64953.1	16655	MF	oxidoreductase activity		
1276135		KID64953.1	16114	BP	terpenoid biosynthetic process		
1276135		KID64953.1	981	MF	DNA-binding transcription factor activity		
1276135		KID64953.1	16787	MF	hydrolase activity		
1276135		KID64953.1	16829	MF	lyase activity		
1276135		KID64953.1	8270	MF	zinc ion binding		
1276135		KID64953.1	3677	MF	DNA binding		
1276135		KID64953.1	140096	MF	catalytic activity		
1276135		KID64953.1	42537	BP	benzene-containing compound metabolic process		
1276135		KID64953.1	6633	BP	fatty acid biosynthetic process		
1276135		KID64953.1	6357	BP	regulation of transcription by RNA polymerase II		
1276135		KID64953.1	17144	BP	drug metabolic process		
1276135		KID64953.1	55114	BP	oxidation-reduction process		
1276135		KID64953.1	6520	BP	cellular amino acid metabolic process		
1276135		KID64953.1	6508	BP	proteolysis		
1276135		KID64954.1	16491	MF	oxidoreductase activity		
1276135		KID64954.1	55114	BP	oxidation-reduction process		
1276135		KID64954.1	46872	MF	metal ion binding		
1276135		KID64954.1	16114	BP	terpenoid biosynthetic process		
1276135		KID64954.1	16810	MF	hydrolase activity		
1276135		KID64955.1	16829	MF	lyase activity		
1276135		KID64955.1	6520	BP	cellular amino acid metabolic process		
1276135		KID64955.1	5829	CC	cytosol		
1276135		KID64955.1	71949	MF	FAD binding		
1276135		KID64955.1	8784	MF	alanine racemase activity		
1276135		KID64955.1	42136	BP	neurotransmitter biosynthetic process		
1276135		KID64955.1	16740	MF	transferase activity		
1276135		KID64955.1	46395	BP	carboxylic acid catabolic process		
1276135		KID64955.1	1901565	BP	organonitrogen compound catabolic process		
1276135		KID64955.1	140096	MF	catalytic activity		
1276135		KID64955.1	16114	BP	terpenoid biosynthetic process		
1276135		KID64955.1	5524	MF	ATP binding		
1276135		KID64955.1	6468	BP	protein phosphorylation		
1276135		KID64955.1	46872	MF	metal ion binding		
1276135		KID64955.1	17144	BP	drug metabolic process		
1276135		KID64955.1	16874	MF	ligase activity		
1276135		KID64955.1	46394	BP	carboxylic acid biosynthetic process		
1276135		KID64955.1	16491	MF	oxidoreductase activity		
1276135		KID64955.1	16787	MF	hydrolase activity		
1276135		KID64955.1	1901566	BP	organonitrogen compound biosynthetic process		
1276135		KID64955.1	55114	BP	oxidation-reduction process		
1276135		KID64957.1	50421	MF	nitrite reductase (NO-forming) activity		
1276135		KID64957.1	55114	BP	oxidation-reduction process		
1276135		KID64957.1	16021	CC	integral component of membrane		
1276135		KID64957.1	6807	BP	nitrogen compound metabolic process		
1276135		KID64957.1	5507	MF	copper ion binding		
1276135		KID64957.1	9395	BP	phospholipid catabolic process		
1276135		KID64957.1	31226	CC	intrinsic component of plasma membrane		
1276135		KID64957.1	5739	CC	mitochondrion		
1276135		KID64957.1	4622	MF	lysophospholipase activity		
1276135		KID64957.1	5975	BP	carbohydrate metabolic process		
1276135		KID64957.1	55085	BP	transmembrane transport		
1276135		KID64957.1	4553	MF	hydrolase activity		
1276135		KID64958.1	46873	MF	metal ion transmembrane transporter activity		
1276135		KID64958.1	30001	BP	metal ion transport		
1276135		KID64958.1	16021	CC	integral component of membrane		
1276135		KID64958.1	55085	BP	transmembrane transport		
1276135		KID64959.1	5887	CC	integral component of plasma membrane		
1276135		KID64959.1	55085	BP	transmembrane transport		
1276135		KID64960.1	16021	CC	integral component of membrane		
1276135		KID64961.1	981	MF	DNA-binding transcription factor activity		
1276135		KID64961.1	6357	BP	regulation of transcription by RNA polymerase II		
1276135		KID64961.1	5634	CC	nucleus		
1276135		KID64961.1	6351	BP	transcription		
1276135		KID64961.1	8270	MF	zinc ion binding		
1276135		KID64961.1	3677	MF	DNA binding		
1276135		KID64962.1	6396	BP	RNA processing		
1276135		KID64962.1	3676	MF	nucleic acid binding		
1276135		KID64962.1	5634	CC	nucleus		
1276135		KID64962.1	5840	CC	ribosome		
1276135		KID64962.1	32040	CC	small-subunit processome		
1276135		KID64962.1	16071	BP	mRNA metabolic process		
1276135		KID64962.1	70013	CC	intracellular organelle lumen		
1276135		KID64962.1	44446	CC	intracellular organelle part		
1276135		KID64963.1	18024	MF	histone-lysine N-methyltransferase activity		
1276135		KID64963.1	34968	BP	histone lysine methylation		
1276135		KID64963.1	5634	CC	nucleus		
1276135		KID64963.1	4190	MF	aspartic-type endopeptidase activity		
1276135		KID64963.1	16021	CC	integral component of membrane		
1276135		KID64963.1	6508	BP	proteolysis		
1276135		KID64964.1	4222	MF	metalloendopeptidase activity		
1276135		KID64964.1	17087	CC	mitochondrial processing peptidase complex		
1276135		KID64964.1	6508	BP	proteolysis		
1276135		KID64964.1	6626	BP	protein targeting to mitochondrion		
1276135		KID64964.1	46872	MF	metal ion binding		
1276135		KID64964.1	51604	BP	protein maturation		
1276135		KID64964.1	3735	MF	structural constituent of ribosome		
1276135		KID64964.1	5840	CC	ribosome		
1276135		KID64964.1	44267	BP	cellular protein metabolic process		
1276135		KID64964.1	43043	BP	peptide biosynthetic process		
1276135		KID64964.1	34645	BP	cellular macromolecule biosynthetic process		
1276135		KID64965.1	1902364	BP	negative regulation of protein localization to spindle pole body		
1276135		KID64965.1	44732	CC	mitotic spindle pole body		
1276135		KID64965.1	140096	MF	catalytic activity		
1276135		KID64965.1	31030	BP	negative regulation of septation initiation signaling		
1276135		KID64965.1	151	CC	ubiquitin ligase complex		
1276135		KID64965.1	16278	MF	lysine N-methyltransferase activity		
1276135		KID64965.1	32153	CC	cell division site		
1276135		KID64965.1	5829	CC	cytosol		
1276135		KID64965.1	5634	CC	nucleus		
1276135		KID64965.1	7033	BP	vacuole organization		
1276135		KID64965.1	34968	BP	histone lysine methylation		
1276135		KID64965.1	16874	MF	ligase activity		
1276135		KID64965.1	46872	MF	metal ion binding		
1276135		KID64965.1	16787	MF	hydrolase activity		
1276135		KID64965.1	16021	CC	integral component of membrane		
1276135		KID64965.1	6508	BP	proteolysis		
1276135		KID64965.1	43632	BP	modification-dependent macromolecule catabolic process		
1276135		KID64965.1	16567	BP	protein ubiquitination		
1276135		KID64965.1	44257	BP	cellular protein catabolic process		
1276135		KID64965.1	6886	BP	intracellular protein transport		
1276135		KID64966.1	7033	BP	vacuole organization		
1276135		KID64966.1	5737	CC	cytoplasm		
1276135		KID64966.1	5515	MF	protein binding		
1276135		KID64966.1	6886	BP	intracellular protein transport		
1276135		KID64966.1	30897	CC	HOPS complex		
1276135		KID64966.1	97708	CC	intracellular vesicle		
1276135		KID64966.1	12505	CC	endomembrane system		
1276135		KID64966.1	32889	BP	regulation of vacuole fusion		
1276135		KID64966.1	35542	BP	regulation of SNARE complex assembly		
1276135		KID64966.1	16197	BP	endosomal transport		
1276135		KID64967.1	34045	CC	phagophore assembly site membrane		
1276135		KID64967.1	6914	BP	autophagy		
1276135		KID64967.1	16491	MF	oxidoreductase activity		
1276135		KID64967.1	15031	BP	protein transport		
1276135		KID64967.1	55114	BP	oxidation-reduction process		
1276135		KID64968.1	31493	MF	nucleosomal histone binding		
1276135		KID64968.1	34729	BP	histone H3-K79 methylation		
1276135		KID64968.1	781	CC	chromosome		
1276135		KID64968.1	31151	MF	histone methyltransferase activity (H3-K79 specific)		
1276135		KID64968.1	6348	BP	chromatin silencing at telomere		
1276135		KID64968.1	5634	CC	nucleus		
1276135		KID64968.1	77	BP	DNA damage checkpoint		
1276135		KID64968.1	4665	MF	prephenate dehydrogenase (NADP+) activity		
1276135		KID64968.1	8977	MF	prephenate dehydrogenase (NAD+) activity		
1276135		KID64968.1	6281	BP	DNA repair		
1276135		KID64968.1	6571	BP	tyrosine biosynthetic process		
1276135		KID64968.1	2000677	BP	regulation of transcription regulatory region DNA binding		
1276135		KID64968.1	55114	BP	oxidation-reduction process		
1276135		KID64970.1	3924	MF	GTPase activity		
1276135		KID64970.1	42256	BP	mature ribosome assembly		
1276135		KID64970.1	5737	CC	cytoplasm		
1276135		KID64970.1	5525	MF	GTP binding		
1276135		KID64970.1	6414	BP	translational elongation		
1276135		KID64970.1	1990904	CC	ribonucleoprotein complex		
1276135		KID64970.1	3746	MF	translation elongation factor activity		
1276135		KID64970.1	43022	MF	ribosome binding		
1276135		KID64971.1	1732	BP	formation of cytoplasmic translation initiation complex		
1276135		KID64971.1	5852	CC	eukaryotic translation initiation factor 3 complex		
1276135		KID64971.1	3743	MF	translation initiation factor activity		
1276135		KID64971.1	33290	CC	eukaryotic 48S preinitiation complex		
1276135		KID64971.1	16282	CC	eukaryotic 43S preinitiation complex		
1276135		KID64971.1	16021	CC	integral component of membrane		
1276135		KID64973.1	8135	MF	translation factor activity		
1276135		KID64973.1	5852	CC	eukaryotic translation initiation factor 3 complex		
1276135		KID64973.1	6413	BP	translational initiation		
1276135		KID64973.1	6414	BP	translational elongation		
1276135		KID64973.1	16021	CC	integral component of membrane		
1276135		KID64973.1	3924	MF	GTPase activity		
1276135		KID64973.1	5525	MF	GTP binding		
1276135		KID64975.1	16021	CC	integral component of membrane		
1276135		KID64976.1	16787	MF	hydrolase activity		
1276135		KID64977.1	3723	MF	RNA binding		
1276135		KID64977.1	6413	BP	translational initiation		
1276135		KID64977.1	5634	CC	nucleus		
1276135		KID64977.1	5844	CC	polysome		
1276135		KID64977.1	90079	MF	translation regulator activity		
1276135		KID64977.1	6355	BP	regulation of transcription		
1276135		KID64979.1	16021	CC	integral component of membrane		
1276135		KID64979.1	8081	MF	phosphoric diester hydrolase activity		
1276135		KID64979.1	6629	BP	lipid metabolic process		
1276135		KID64982.1	8180	CC	COP9 signalosome		
1276135		KID64982.1	4222	MF	metalloendopeptidase activity		
1276135		KID64982.1	6508	BP	proteolysis		
1276135		KID64982.1	19784	MF	NEDD8-specific protease activity		
1276135		KID64982.1	70647	BP	protein modification by small protein conjugation or removal		
1276135		KID64982.1	46872	MF	metal ion binding		
1276135		KID64982.1	5737	CC	cytoplasm		
1276135		KID64982.1	16021	CC	integral component of membrane		
1276135		KID64983.1	8289	MF	lipid binding		
1276135		KID64983.1	51103	BP	DNA ligation involved in DNA repair		
1276135		KID64983.1	16874	MF	ligase activity		
1276135		KID64983.1	71897	BP	DNA biosynthetic process		
1276135		KID64983.1	6260	BP	DNA replication		
1276135		KID64983.1	6310	BP	DNA recombination		
1276135		KID64983.1	140097	MF	catalytic activity		
1276135		KID64983.1	3677	MF	DNA binding		
1276135		KID64983.1	5524	MF	ATP binding		
1276135		KID64984.1	35091	MF	phosphatidylinositol binding		
1276135		KID64984.1	16021	CC	integral component of membrane		
1276135		KID64986.1	3735	MF	structural constituent of ribosome		
1276135		KID64986.1	5840	CC	ribosome		
1276135		KID64986.1	6412	BP	translation		
1276135		KID64986.1	3677	MF	DNA binding		
1276135		KID64987.1	5385	MF	zinc ion transmembrane transporter activity		
1276135		KID64987.1	71577	BP	zinc ion transmembrane transport		
1276135		KID64987.1	5886	CC	plasma membrane		
1276135		KID64987.1	16021	CC	integral component of membrane		
1276135		KID64987.1	98659	BP	inorganic cation import across plasma membrane		
1276135		KID64987.1	32865	CC	ERMES complex		
1276135		KID64987.1	31306	CC	intrinsic component of mitochondrial outer membrane		
1276135		KID64987.1	16705	MF	oxidoreductase activity		
1276135		KID64987.1	5506	MF	iron ion binding		
1276135		KID64987.1	3735	MF	structural constituent of ribosome		
1276135		KID64987.1	20037	MF	heme binding		
1276135		KID64987.1	70096	BP	mitochondrial outer membrane translocase complex assembly		
1276135		KID64987.1	1990456	BP	mitochondrion-endoplasmic reticulum membrane tethering		
1276135		KID64987.1	45040	BP	protein insertion into mitochondrial outer membrane		
1276135		KID64987.1	2	BP	mitochondrial genome maintenance		
1276135		KID64987.1	5840	CC	ribosome		
1276135		KID64987.1	6412	BP	translation		
1276135		KID64987.1	55114	BP	oxidation-reduction process		
1276135		KID64988.1	70096	BP	mitochondrial outer membrane translocase complex assembly		
1276135		KID64988.1	32865	CC	ERMES complex		
1276135		KID64988.1	981	MF	DNA-binding transcription factor activity		
1276135		KID64988.1	1990456	BP	mitochondrion-endoplasmic reticulum membrane tethering		
1276135		KID64988.1	46873	MF	metal ion transmembrane transporter activity		
1276135		KID64988.1	45040	BP	protein insertion into mitochondrial outer membrane		
1276135		KID64988.1	8270	MF	zinc ion binding		
1276135		KID64988.1	31307	CC	integral component of mitochondrial outer membrane		
1276135		KID64988.1	2	BP	mitochondrial genome maintenance		
1276135		KID64988.1	3735	MF	structural constituent of ribosome		
1276135		KID64988.1	3677	MF	DNA binding		
1276135		KID64988.1	5681	CC	spliceosomal complex		
1276135		KID64988.1	1401	CC	SAM complex		
1276135		KID64988.1	51654	BP	establishment of mitochondrion localization		
1276135		KID64988.1	5840	CC	ribosome		
1276135		KID64988.1	398	BP	mRNA splicing		
1276135		KID64988.1	6357	BP	regulation of transcription by RNA polymerase II		
1276135		KID64988.1	15914	BP	phospholipid transport		
1276135		KID64988.1	30001	BP	metal ion transport		
1276135		KID64988.1	34645	BP	cellular macromolecule biosynthetic process		
1276135		KID64988.1	97659	BP	nucleic acid-templated transcription		
1276135		KID64988.1	55085	BP	transmembrane transport		
1276135		KID64988.1	43043	BP	peptide biosynthetic process		
1276135		KID64988.1	44267	BP	cellular protein metabolic process		
1276135		KID64989.1	31012	CC	extracellular matrix		
1276135		KID64989.1	4222	MF	metalloendopeptidase activity		
1276135		KID64989.1	6508	BP	proteolysis		
1276135		KID64989.1	8270	MF	zinc ion binding		
1276135		KID64989.1	16021	CC	integral component of membrane		
1276135		KID64989.1	30574	BP	collagen catabolic process		
1276135		KID64989.1	30198	BP	extracellular matrix organization		
1276135		KID64989.1	4252	MF	serine-type endopeptidase activity		
1276135		KID64989.1	5975	BP	carbohydrate metabolic process		
1276135		KID64989.1	15074	BP	DNA integration		
1276135		KID64989.1	52692	MF	raffinose alpha-galactosidase activity		
1276135		KID64989.1	55114	BP	oxidation-reduction process		
1276135		KID64989.1	16705	MF	oxidoreductase activity		
1276135		KID64989.1	4497	MF	monooxygenase activity		
1276135		KID64989.1	5506	MF	iron ion binding		
1276135		KID64989.1	30246	MF	carbohydrate binding		
1276135		KID64989.1	20037	MF	heme binding		
1276135		KID64989.1	3676	MF	nucleic acid binding		
1276135		KID64990.1	3899	MF	DNA-directed 5'-3' RNA polymerase activity		
1276135		KID64990.1	6351	BP	transcription		
1276135		KID64990.1	16021	CC	integral component of membrane		
1276135		KID64990.1	3677	MF	DNA binding		
1276135		KID64990.1	16791	MF	phosphatase activity		
1276135		KID64990.1	5507	MF	copper ion binding		
1276135		KID64990.1	16491	MF	oxidoreductase activity		
1276135		KID64990.1	8378	MF	galactosyltransferase activity		
1276135		KID64990.1	16311	BP	dephosphorylation		
1276135		KID64990.1	55114	BP	oxidation-reduction process		
1276135		KID64990.1	6486	BP	protein glycosylation		
1276135		KID64991.1	5687	CC	U4 snRNP		
1276135		KID64991.1	387	BP	spliceosomal snRNP assembly		
1276135		KID64991.1	3723	MF	RNA binding		
1276135		KID64991.1	5682	CC	U5 snRNP		
1276135		KID64991.1	5686	CC	U2 snRNP		
1276135		KID64991.1	5685	CC	U1 snRNP		
1276135		KID64991.1	5681	CC	spliceosomal complex		
1276135		KID64991.1	46540	CC	U4/U6 x U5 tri-snRNP complex		
1276135		KID64991.1	16021	CC	integral component of membrane		
1276135		KID64992.1	16810	MF	hydrolase activity		
1276135		KID64992.1	5681	CC	spliceosomal complex		
1276135		KID64992.1	398	BP	mRNA splicing		
1276135		KID64993.1	48037	MF	cofactor binding		
1276135		KID64994.1	16787	MF	hydrolase activity		
1276135		KID64994.1	6508	BP	proteolysis		
1276135		KID64994.1	16021	CC	integral component of membrane		
1276135		KID64994.1	16746	MF	transferase activity		
1276135		KID64994.1	140096	MF	catalytic activity		
1276135		KID64994.1	71949	MF	FAD binding		
1276135		KID64995.1	16491	MF	oxidoreductase activity		
1276135		KID64995.1	55114	BP	oxidation-reduction process		
1276135		KID64995.1	5634	CC	nucleus		
1276135		KID64995.1	981	MF	DNA-binding transcription factor activity		
1276135		KID64995.1	6357	BP	regulation of transcription by RNA polymerase II		
1276135		KID64995.1	8270	MF	zinc ion binding		
1276135		KID64995.1	16021	CC	integral component of membrane		
1276135		KID64995.1	4312	MF	fatty acid synthase activity		
1276135		KID64995.1	71949	MF	FAD binding		
1276135		KID64995.1	19290	BP	siderophore biosynthetic process		
1276135		KID64995.1	6351	BP	transcription		
1276135		KID64995.1	3676	MF	nucleic acid binding		
1276135		KID64996.1	8081	MF	phosphoric diester hydrolase activity		
1276135		KID64996.1	6629	BP	lipid metabolic process		
1276135		KID64996.1	16021	CC	integral component of membrane		
1276135		KID64997.1	981	MF	DNA-binding transcription factor activity		
1276135		KID64997.1	6357	BP	regulation of transcription by RNA polymerase II		
1276135		KID64997.1	5634	CC	nucleus		
1276135		KID64997.1	8270	MF	zinc ion binding		
1276135		KID64997.1	3677	MF	DNA binding		
1276135		KID64997.1	16021	CC	integral component of membrane		
1276135		KID64997.1	16208	MF	AMP binding		
1276135		KID64997.1	3987	MF	acetate-CoA ligase activity		
1276135		KID64997.1	19427	BP	acetyl-CoA biosynthetic process from acetate		
1276135		KID64997.1	22857	MF	transmembrane transporter activity		
1276135		KID64997.1	4100	MF	chitin synthase activity		
1276135		KID64997.1	4519	MF	endonuclease activity		
1276135		KID64997.1	55085	BP	transmembrane transport		
1276135		KID64997.1	6031	BP	chitin biosynthetic process		
1276135		KID64997.1	90305	BP	nucleic acid phosphodiester bond hydrolysis		
1276135		KID64998.1	5618	CC	cell wall		
1276135		KID64998.1	4252	MF	serine-type endopeptidase activity		
1276135		KID64998.1	6508	BP	proteolysis		
1276135		KID64998.1	16020	CC	membrane		
1276135		KID64999.1	30136	CC	clathrin-coated vesicle		
1276135		KID64999.1	4222	MF	metalloendopeptidase activity		
1276135		KID64999.1	6508	BP	proteolysis		
1276135		KID64999.1	8180	CC	COP9 signalosome		
1276135		KID64999.1	5829	CC	cytosol		
1276135		KID64999.1	16021	CC	integral component of membrane		
1276135		KID65000.1	3991	MF	acetylglutamate kinase activity		
1276135		KID65000.1	6526	BP	arginine biosynthetic process		
1276135		KID65000.1	5739	CC	mitochondrion		
1276135		KID65000.1	3942	MF	N-acetyl-gamma-glutamyl-phosphate reductase activity		
1276135		KID65000.1	51287	MF	NAD binding		
1276135		KID65000.1	5524	MF	ATP binding		
1276135		KID65000.1	70013	CC	intracellular organelle lumen		
1276135		KID65000.1	16310	BP	phosphorylation		
1276135		KID65000.1	44446	CC	intracellular organelle part		
1276135		KID65000.1	16021	CC	integral component of membrane		
1276135		KID65000.1	55114	BP	oxidation-reduction process		
1276135		KID65000.1	16192	BP	vesicle-mediated transport		
1276135		KID65000.1	34618	MF	arginine binding		
1276135		KID65000.1	4042	MF	acetyl-CoA:L-glutamate N-acetyltransferase activity		
1276135		KID65000.1	46983	MF	protein dimerization activity		
1276135		KID65001.1	16810	MF	hydrolase activity		
1276135		KID65001.1	5975	BP	carbohydrate metabolic process		
1276135		KID65001.1	16021	CC	integral component of membrane		
1276135		KID65001.1	8168	MF	methyltransferase activity		
1276135		KID65001.1	32259	BP	methylation		
1276135		KID65001.1	71949	MF	FAD binding		
1276135		KID65002.1	51213	MF	dioxygenase activity		
1276135		KID65002.1	55114	BP	oxidation-reduction process		
1276135		KID65002.1	16829	MF	lyase activity		
1276135		KID65003.1	4587	MF	ornithine-oxo-acid transaminase activity		
1276135		KID65003.1	55129	BP	L-proline biosynthetic process		
1276135		KID65003.1	5737	CC	cytoplasm		
1276135		KID65003.1	30170	MF	pyridoxal phosphate binding		
1276135		KID65003.1	10121	BP	arginine catabolic process to proline via ornithine		
1276135		KID65003.1	19544	BP	arginine catabolic process to glutamate		
1276135		KID65004.1	16874	MF	ligase activity		
1276135		KID65004.1	6629	BP	lipid metabolic process		
1276135		KID65004.1	5759	CC	mitochondrial matrix		
1276135		KID65004.1	32787	BP	monocarboxylic acid metabolic process		
1276135		KID65004.1	19290	BP	siderophore biosynthetic process		
1276135		KID65004.1	16021	CC	integral component of membrane		
1276135		KID65004.1	4321	MF	fatty-acyl-CoA synthase activity		
1276135		KID65004.1	35383	BP	thioester metabolic process		
1276135		KID65004.1	18729	MF	propionate CoA-transferase activity		
1276135		KID65004.1	31226	CC	intrinsic component of plasma membrane		
1276135		KID65004.1	4499	MF	N		
1276135		KID65004.1	33875	BP	ribonucleoside bisphosphate metabolic process		
1276135		KID65004.1	34032	BP	purine nucleoside bisphosphate metabolic process		
1276135		KID65004.1	50661	MF	NADP binding		
1276135		KID65004.1	3866	MF	3-phosphoshikimate 1-carboxyvinyltransferase activity		
1276135		KID65004.1	50660	MF	flavin adenine dinucleotide binding		
1276135		KID65004.1	46394	BP	carboxylic acid biosynthetic process		
1276135		KID65004.1	16788	MF	hydrolase activity		
1276135		KID65004.1	5634	CC	nucleus		
1276135		KID65004.1	9150	BP	purine ribonucleotide metabolic process		
1276135		KID65004.1	6732	BP	coenzyme metabolic process		
1276135		KID65004.1	981	MF	DNA-binding transcription factor activity		
1276135		KID65004.1	46872	MF	metal ion binding		
1276135		KID65004.1	4799	MF	thymidylate synthase activity		
1276135		KID65004.1	31177	MF	phosphopantetheine binding		
1276135		KID65004.1	5524	MF	ATP binding		
1276135		KID65004.1	46417	BP	chorismate metabolic process		
1276135		KID65004.1	1901568	BP	fatty acid derivative metabolic process		
1276135		KID65004.1	3677	MF	DNA binding		
1276135		KID65004.1	19438	BP	aromatic compound biosynthetic process		
1276135		KID65004.1	1901362	BP	organic cyclic compound biosynthetic process		
1276135		KID65004.1	9072	BP	aromatic amino acid family metabolic process		
1276135		KID65004.1	6357	BP	regulation of transcription by RNA polymerase II		
1276135		KID65004.1	55085	BP	transmembrane transport		
1276135		KID65004.1	46073	BP	dTMP metabolic process		
1276135		KID65004.1	55114	BP	oxidation-reduction process		
1276135		KID65004.1	18130	BP	heterocycle biosynthetic process		
1276135		KID65004.1	46385	BP	deoxyribose phosphate biosynthetic process		
1276135		KID65004.1	16070	BP	RNA metabolic process		
1276135		KID65004.1	34645	BP	cellular macromolecule biosynthetic process		
1276135		KID65004.1	10467	BP	gene expression		
1276135		KID65004.1	32259	BP	methylation		
1276135		KID65005.1	16829	MF	lyase activity		
1276135		KID65006.1	16491	MF	oxidoreductase activity		
1276135		KID65006.1	55114	BP	oxidation-reduction process		
1276135		KID65006.1	159	CC	protein phosphatase type 2A complex		
1276135		KID65006.1	46872	MF	metal ion binding		
1276135		KID65006.1	43666	BP	regulation of phosphoprotein phosphatase activity		
1276135		KID65006.1	5874	CC	microtubule		
1276135		KID65006.1	7017	BP	microtubule-based process		
1276135		KID65006.1	19888	MF	protein phosphatase regulator activity		
1276135		KID65006.1	22857	MF	transmembrane transporter activity		
1276135		KID65006.1	55085	BP	transmembrane transport		
1276135		KID65006.1	5634	CC	nucleus		
1276135		KID65006.1	3924	MF	GTPase activity		
1276135		KID65006.1	5525	MF	GTP binding		
1276135		KID65006.1	51555	BP	flavonol biosynthetic process		
1276135		KID65006.1	16021	CC	integral component of membrane		
1276135		KID65006.1	71949	MF	FAD binding		
1276135		KID65006.1	6355	BP	regulation of transcription		
1276135		KID65006.1	16887	MF	ATPase activity		
1276135		KID65006.1	5524	MF	ATP binding		
1276135		KID65008.1	8483	MF	transaminase activity		
1276135		KID65008.1	55114	BP	oxidation-reduction process		
1276135		KID65008.1	16021	CC	integral component of membrane		
1276135		KID65008.1	55085	BP	transmembrane transport		
1276135		KID65008.1	16829	MF	lyase activity		
1276135		KID65008.1	31071	MF	cysteine desulfurase activity		
1276135		KID65008.1	6534	BP	cysteine metabolic process		
1276135		KID65008.1	42626	MF	ATPase-coupled transmembrane transporter activity		
1276135		KID65008.1	16491	MF	oxidoreductase activity		
1276135		KID65008.1	16874	MF	ligase activity		
1276135		KID65008.1	16887	MF	ATPase activity		
1276135		KID65008.1	8144	MF	drug binding		
1276135		KID65008.1	16757	MF	transferase activity		
1276135		KID65008.1	43168	MF	anion binding		
1276135		KID65008.1	36094	MF	small molecule binding		
1276135		KID65008.1	97367	MF	carbohydrate derivative binding		
1276135		KID65008.1	1901265	MF	nucleoside phosphate binding		
1276135		KID65008.1	50662	MF	coenzyme binding		
1276135		KID65009.1	51213	MF	dioxygenase activity		
1276135		KID65009.1	55114	BP	oxidation-reduction process		
1276135		KID65009.1	5737	CC	cytoplasm		
1276135		KID65009.1	44273	BP	sulfur compound catabolic process		
1276135		KID65009.1	6486	BP	protein glycosylation		
1276135		KID65009.1	4576	MF	oligosaccharyl transferase activity		
1276135		KID65009.1	16021	CC	integral component of membrane		
1276135		KID65009.1	4619	MF	phosphoglycerate mutase activity		
1276135		KID65009.1	16705	MF	oxidoreductase activity		
1276135		KID65009.1	6096	BP	glycolytic process		
1276135		KID65010.1	22857	MF	transmembrane transporter activity		
1276135		KID65010.1	55085	BP	transmembrane transport		
1276135		KID65010.1	16021	CC	integral component of membrane		
1276135		KID65010.1	8168	MF	methyltransferase activity		
1276135		KID65010.1	32259	BP	methylation		
1276135		KID65010.1	31226	CC	intrinsic component of plasma membrane		
1276135		KID65010.1	71949	MF	FAD binding		
1276135		KID65010.1	15807	BP	L-amino acid transport		
1276135		KID65010.1	16787	MF	hydrolase activity		
1276135		KID65011.1	30170	MF	pyridoxal phosphate binding		
1276135		KID65011.1	9058	BP	biosynthetic process		
1276135		KID65011.1	16740	MF	transferase activity		
1276135		KID65012.1	16705	MF	oxidoreductase activity		
1276135		KID65012.1	55114	BP	oxidation-reduction process		
1276135		KID65012.1	16021	CC	integral component of membrane		
1276135		KID65012.1	4497	MF	monooxygenase activity		
1276135		KID65012.1	5506	MF	iron ion binding		
1276135		KID65012.1	32259	BP	methylation		
